#Gumbel
#Command used:	python transit.py
#FDR Corrected thresholds: 0.989800, 0.038400
#MH Acceptance-Rate:	45.72%
#Total Iterations Performed:	10499
#Sample Size:	10000
#phi estimate:	0.280561
#Time: 143.290342808
#Orf	Name	Desc	k	n	r	s	zbar	Call
Rv0248c	sdhA	succinate dehydrogenase flavoprotein subunit 	4	33	21	1018	1.000000	E
Rv0249c	-	PROBABLE SUCCINATE DEHYDROGENASE 	3	22	14	370	0.999900	E
Rv0250c	-	hypothetical protein Rv0250c 	2	3	1	2	-1.000000	S
Rv0251c	hsp	HEAT SHOCK PROTEIN HSP (HEAT-STRESS-INDUCED RIBOSOME-BINDING PROTEIN A) 	5	5	0	0	0.000000	NE
Rv0252	nirB	PROBABLE NITRITE REDUCTASE 	24	38	5	252	0.000900	NE
Rv0253	nirD	PROBABLE NITRITE REDUCTASE 	5	6	1	2	0.000000	NE
Rv0254c	cobU	PROBABLE BIFUNCTIONAL COBALAMIN BIOSYNTHESIS PROTEIN COBU: COBINAMIDE KINASE + COBINAMIDE PHOSPHATE GUANYLYLTRANSFERASE 	4	5	1	2	0.000000	NE
Rv0255c	cobQ1	cobyric acid synthase 	11	13	1	2	0.000000	NE
Rv0256c	PPE2	PPE FAMILY PROTEIN 	24	31	4	212	0.000000	NE
Rv0257	-	hypothetical protein Rv0257 	3	3	0	0	0.000000	NE
Rv0258c	-	hypothetical protein Rv0258c 	2	6	2	77	0.000000	NE
Rv0259c	-	hypothetical protein Rv0259c 	4	7	1	2	0.000000	NE
Rv0260c	-	bifunctional uroporphyrinogen-III synthetase/response regulator domain protein 	7	18	9	385	0.990000	E
Rv0261c	narK3	PROBABLE INTEGRAL MEMBRANE NITRITE EXTRUSION PROTEIN NARK3 (NITRITE FACILITATOR) 	11	22	7	175	0.000000	NE
Rv0262c	aac	AMINOGLYCOSIDE 2'-N-ACETYLTRANSFERASE AAC (AAC(2')-IC) 	4	6	2	29	0.000000	NE
Rv0263c	-	hypothetical protein Rv0263c 	9	15	1	2	0.000000	NE
Rv0264c	-	hypothetical protein Rv0264c 	8	9	1	2	0.000000	NE
Rv0265c	-	PROBABLE PERIPLASMIC IRON-TRANSPORT LIPOPROTEIN 	8	9	1	2	0.000000	NE
Rv0266c	oplA	PROBABLE 5-OXOPROLINASE OPLA (5-OXO-L-PROLINASE) (PYROGLUTAMASE) (5-OPASE) 	31	38	2	77	0.000000	NE
Rv0267	narU	PROBABLE INTEGRAL MEMBRANE NITRITE EXTRUSION PROTEIN NARU (NITRITE FACILITATOR) 	10	11	1	2	0.000000	NE
Rv0268c	-	hypothetical protein Rv0268c 	10	12	1	2	0.000000	NE
Rv0269c	-	hypothetical protein Rv0269c 	8	10	1	2	0.000000	NE
Rv0270	fadD2	acyl-CoA synthetase 	18	21	1	2	0.000000	NE
Rv0271c	fadE6	PROBABLE ACYL-CoA DEHYDROGENASE FADE6 	20	25	1	2	0.000000	NE
Rv0272c	-	hypothetical protein Rv0272c 	10	15	2	22	0.000000	NE
Rv0273c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	8	15	3	61	0.000000	NE
Rv0274	-	hypothetical protein Rv0274 	5	8	2	25	0.000000	NE
Rv0275c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY TETR-FAMILY) 	4	7	2	30	0.000000	NE
Rv0276	-	hypothetical protein Rv0276 	14	17	1	2	0.000000	NE
Rv0277c	-	hypothetical protein Rv0277c 	3	5	1	2	0.000000	NE
Rv0278c	PE_PGRS3	PE-PGRS FAMILY PROTEIN 	13	23	5	324	0.156100	U
Rv0279c	PE_PGRS4	PE-PGRS FAMILY PROTEIN 	14	16	1	2	0.000000	NE
Rv0280	PPE3	PPE FAMILY PROTEIN 	23	26	3	148	0.000000	NE
Rv0281	-	hypothetical protein Rv0281 	11	12	1	2	0.000000	NE
Rv0282	-	hypothetical protein Rv0282 	0	19	19	1596	1.000000	E
Rv0283	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	0	22	22	1312	1.000000	E
Rv0284	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	0	57	57	3462	1.000000	E
Rv0285	PE5	PE FAMILY PROTEIN 	0	5	5	186	0.993100	E
Rv0286	PPE4	PPE FAMILY PROTEIN 	0	28	28	1203	1.000000	E
Rv0287	esxG	ESAT-6 LIKE PROTEIN ESXG (CONSERVED HYPOTHETICAL PROTEIN TB9.8) 	0	3	3	228	0.961900	U
Rv0288	esxH	LOW MOLECULAR WEIGHT PROTEIN ANTIGEN 7 ESXH (10 kDa ANTIGEN) (CFP-7) (PROTEIN TB10.4) 	0	7	7	191	0.999300	E
Rv0289	-	hypothetical protein Rv0289 	0	13	13	582	1.000000	E
Rv0290	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	0	18	18	1198	1.000000	E
Rv0291	mycP3	PROBABLE MEMBRANE-ANCHORED MYCOSIN MYCP3 (SERINE PROTEASE) (SUBTILISIN-LIKE PROTEASE) (SUBTILASE-LIKE) (MYCOSIN-3) 	0	12	12	900	0.999900	E
Rv0292	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	2	17	15	685	1.000000	E
Rv0293c	-	hypothetical protein Rv0293c 	15	26	3	23	0.000000	NE
Rv0294	tam	PROBABLE TRANS-ACONITATE METHYLTRANSFERASE TAM 	8	13	3	38	0.000000	NE
Rv0295c	-	hypothetical protein Rv0295c 	5	7	2	9	0.000000	NE
Rv0296c	-	PROBABLE SULFATASE 	28	42	5	67	0.000000	NE
Rv0297	PE_PGRS5	PE-PGRS FAMILY PROTEIN 	7	14	4	236	0.000400	NE
Rv0298	-	hypothetical protein Rv0298 	4	5	1	2	-1.000000	S
Rv0299	-	hypothetical protein Rv0299 	1	2	1	2	-1.000000	S
Rv0300	-	hypothetical protein Rv0300 	4	4	0	0	0.000000	NE
Rv0301	-	hypothetical protein Rv0301 	7	7	0	0	0.000000	NE
Rv0302	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR/ACRR-FAMILY) 	6	8	1	2	0.000000	NE
Rv0303	-	PROBABLE DEHYDROGENASE/REDUCTASE 	12	12	0	0	0.000000	NE
Rv0304c	PPE5	PPE FAMILY PROTEIN 	74	119	6	163	0.000000	NE
Rv0305c	PPE6	PPE FAMILY PROTEIN 	29	52	6	284	0.040700	U
Rv0306	-	PUTATIVE OXIDOREDUCTASE 	4	6	1	2	0.000000	NE
Rv0307c	-	hypothetical protein Rv0307c 	6	8	2	66	0.000000	NE
Rv0308	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	8	15	3	48	0.000000	NE
Rv0309	-	POSSIBLE CONSERVED EXPORTED PROTEIN 	6	11	4	82	0.000000	NE
Rv0310c	-	hypothetical protein Rv0310c 	6	12	2	8	0.000000	NE
Rv0311	-	hypothetical protein Rv0311 	8	15	6	360	0.752400	U
Rv0312	-	CONSERVED HYPOTHETICAL PROLINE AND THREONINE RICH PROTEIN 	5	19	5	265	0.010700	NE
Rv0313	-	hypothetical protein Rv0313 	3	4	1	2	-1.000000	S
Rv0314c	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	6	7	1	2	0.000000	NE
Rv0315	-	POSSIBLE BETA-1,3-GLUCANASE PRECURSOR 	6	8	2	61	0.000000	NE
Rv0316	-	POSSIBLE MUCONOLACTONE ISOMERASE 	6	8	1	2	0.000000	NE
Rv0317c	glpQ2	POSSIBLE GLYCEROPHOSPHORYL DIESTER PHOSPHODIESTERASE GLPQ2 (GLYCEROPHOSPHODIESTER PHOSPHODIESTERASE) 	12	13	1	2	0.000000	NE
Rv0318c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	6	6	0	0	0.000000	NE
Rv0319	pcp	pyrrolidone-carboxylate peptidase 	5	7	1	2	0.000000	NE
Rv0320	-	POSSIBLE CONSERVED EXPORTED PROTEIN 	11	12	1	2	0.000000	NE
Rv0321	dcd	deoxycytidine triphosphate deaminase 	3	4	1	2	0.000000	NE
Rv0322	udgA	PROBABLE UDP-GLUCOSE 6-DEHYDROGENASE UDGA (UDP-GLC DEHYDROGENASE) (UDP-GLCDH) (UDPGDH) 	13	21	2	72	0.000000	NE
Rv0323c	-	hypothetical protein Rv0323c 	5	11	2	10	0.000000	NE
Rv0324	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY ARSR-FAMILY) 	5	11	3	28	0.000000	NE
Rv0325	-	hypothetical protein Rv0325 	6	6	0	0	0.000000	NE
Rv0326	-	hypothetical protein Rv0326 	4	9	4	110	0.000000	NE
Rv0327c	cyp135A1	POSSIBLE CYTOCHROME P450 135A1 CYP135A1 	8	21	9	218	0.012700	NE
Rv0328	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY TETR/ACRR-FAMILY) 	7	11	3	76	0.000000	NE
Rv0329c	-	hypothetical protein Rv0329c 	4	8	2	18	0.000000	NE
Rv0330c	-	hypothetical protein Rv0330c 	8	9	1	2	0.000000	NE
Rv0331	-	POSSIBLE DEHYDROGENASE/REDUCTASE 	14	18	2	30	0.000000	NE
Rv0332	-	hypothetical protein Rv0332 	7	8	1	2	0.000000	NE
Rv0333	-	hypothetical protein Rv0333 	3	4	1	2	0.000000	NE
Rv0334	rmlA	ALPHA-D-GLUCOSE-1-PHOSPHATE THYMIDYLYLTRANSFERASE RMLA (DTDP-GLUCOSE SYNTHASE) (DTDP-GLUCOSE PYROPHOSPHORYLASE) 	0	15	15	538	1.000000	E
Rv0335c	PE6	PE FAMILY PROTEIN 	0	1	1	2	-1.000000	S
Rv0336	-	CONSERVED 13E12 REPEAT FAMILY PROTEIN 	0	1	1	2	-1.000000	S
Rv0337c	aspC	aminotransferase AlaT 	0	20	20	989	1.000000	E
Rv0338c	-	PROBABLE IRON-SULFUR-BINDING REDUCTASE 	1	35	34	2247	1.000000	E
Rv0339c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	16	26	2	298	0.011800	NE
Rv0340	-	hypothetical protein Rv0340 	1	4	3	357	0.649200	U
Rv0341	iniB	ISONIAZID INDUCTIBLE GENE PROTEIN INIB 	6	15	4	194	0.000000	NE
Rv0342	iniA	ISONIAZID INDUCTIBLE GENE PROTEIN INIA 	18	24	3	47	0.000000	NE
Rv0343	iniC	ISONIAZID INDUCTIBLE GENE PROTEIN INIC 	8	10	1	2	0.000000	NE
Rv0344c	lpqJ	PROBABLE LIPOPROTEIN LPQJ 	7	10	1	2	0.000000	NE
Rv0345	-	hypothetical protein Rv0345 	6	7	1	2	0.000000	NE
Rv0346c	ansP2	POSSIBLE L-ASPARAGINE PERMEASE ANSP2 (L-ASPARAGINE TRANSPORT PROTEIN) 	13	26	4	185	0.000000	NE
Rv0347	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	0	15	15	695	1.000000	E
Rv0348	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	5	16	7	434	0.967700	U
Rv0349	-	hypothetical protein Rv0349 	5	8	2	33	0.000000	NE
Rv0350	dnaK	molecular chaperone DnaK 	0	17	17	1510	1.000000	E
Rv0351	grpE	PROBABLE GRPE PROTEIN (HSP-70 COFACTOR) 	0	9	9	612	0.998300	E
Rv0352	dnaJ1	PROBABLE CHAPERONE PROTEIN DNAJ1 	1	12	11	972	0.999800	E
Rv0353	hspR	PROBABLE HEAT SHOCK PROTEIN TRANSCRIPTIONAL REPRESSOR HSPR (MERR FAMILY) 	5	6	1	2	0.000000	NE
Rv0354c	PPE7	PPE FAMILY PROTEIN 	3	4	1	2	0.000000	NE
Rv0355c	PPE8	PPE FAMILY PROTEIN 	110	149	4	157	0.000000	NE
Rv0356c	-	hypothetical protein Rv0356c 	7	8	1	2	0.000000	NE
Rv0357c	purA	adenylosuccinate synthetase 	0	23	23	1094	1.000000	E
Rv0358	-	hypothetical protein Rv0358 	0	11	11	531	0.999700	E
Rv0359	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	10	10	0	0	0.000000	NE
Rv0360c	-	hypothetical protein Rv0360c 	6	8	1	2	0.000000	NE
Rv0361	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	5	8	2	29	0.000000	NE
Rv0362	mgtE	POSSIBLE Mg2+ TRANSPORT TRANSMEMBRANE PROTEIN MGTE 	12	14	1	2	0.000000	NE
Rv0363c	fba	fructose-bisphosphate aldolase 	0	14	14	887	1.000000	E
Rv0364	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	1	12	11	581	0.999800	E
Rv0365c	-	hypothetical protein Rv0365c 	15	19	2	8	0.000000	NE
Rv0366c	-	hypothetical protein Rv0366c 	4	5	1	2	0.000000	NE
Rv0367c	-	hypothetical protein Rv0367c 	2	2	0	0	-1.000000	S
Rv0368c	-	hypothetical protein Rv0368c 	13	17	2	178	0.000000	NE
Rv0369c	-	POSSIBLE MEMBRANE OXIDOREDUCTASE 	4	7	2	122	0.000000	NE
Rv0370c	-	POSSIBLE OXIDOREDUCTASE 	8	19	6	405	0.791800	U
Rv0371c	-	hypothetical protein Rv0371c 	1	6	5	482	0.921400	U
Rv0372c	-	hypothetical protein Rv0372c 	2	6	3	166	0.000500	NE
Rv0373c	-	PROBABLE CARBON MONOXYDE DEHYDROGENASE (LARGE CHAIN) 	17	37	9	222	0.003400	NE
Rv0374c	-	PROBABLE CARBON MONOXYDE DEHYDROGENASE (SMALL CHAIN) 	3	4	1	2	0.000000	NE
Rv0375c	-	PROBABLE CARBON MONOXYDE DEHYDROGENASE (MEDIUM CHAIN) 	5	8	2	169	0.000000	NE
Rv0376c	-	hypothetical protein Rv0376c 	11	18	2	189	0.000000	NE
Rv0377	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY LYSR-FAMILY) 	4	8	2	31	0.000000	NE
Rv0378	-	CONSERVED HYPOTHETICAL GLYCINE RICH PROTEIN 	1	3	2	56	-1.000000	S
Rv0379	secE2	POSSIBLE PROTEIN TRANSPORT PROTEIN SECE2 	1	2	1	2	-1.000000	S
Rv0380c	-	POSSIBLE RNA METHYLTRANSFERASE (RNA METHYLASE) 	4	10	4	169	0.000000	NE
Rv0381c	-	hypothetical protein Rv0381c 	14	17	1	2	0.000000	NE
Rv0382c	pyrE	orotate phosphoribosyltransferase 	0	12	12	404	1.000000	E
Rv0383c	-	POSSIBLE CONSERVED SECRETED PROTEIN 	0	8	8	633	0.996000	E
Rv0384c	clpB	PROBABLE ENDOPEPTIDASE ATP BINDING PROTEIN (CHAIN B) CLPB (CLPB PROTEIN) (HEAT SHOCK PROTEIN F84.1) 	0	21	21	2274	1.000000	E
Rv0385	-	hypothetical protein Rv0385 	16	19	2	22	0.000000	NE
Rv0386	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY LUXR/UHPA-FAMILY) 	31	41	3	254	0.000200	NE
Rv0387c	-	hypothetical protein Rv0387c 	9	11	1	2	0.000000	NE
Rv0388c	PPE9	PPE FAMILY PROTEIN 	6	8	1	2	0.000000	NE
Rv0389	purT	phosphoribosylglycinamide formyltransferase 2 	6	7	1	2	0.000000	NE
Rv0390	-	hypothetical protein Rv0390 	3	6	2	23	0.000000	NE
Rv0391	metZ	O-succinylhomoserine sulfhydrylase 	8	20	6	396	0.762400	U
Rv0392c	ndhA	PROBABLE MEMBRANE NADH DEHYDROGENASE NDHA 	10	15	2	32	0.000000	NE
Rv0393	-	CONSERVED 13E12 REPEAT FAMILY PROTEIN 	9	10	1	2	0.000000	NE
Rv0394c	-	POSSIBLE SECRETED PROTEIN 	6	9	2	99	0.000000	NE
Rv0395	-	hypothetical protein Rv0395 	5	6	1	2	0.000000	NE
Rv0396	-	hypothetical protein Rv0396 	2	4	2	9	-1.000000	S
Rv0397	-	CONSERVED 13E12 REPEAT FAMILY PROTEIN 	2	3	1	2	0.000000	NE
Rv0398c	-	POSSIBLE SECRETED PROTEIN 	2	4	2	155	0.000000	NE
Rv0399c	lpqK	POSSIBLE CONSERVED LIPOPROTEIN LPQK 	11	23	7	136	0.000000	NE
Rv0400c	fadE7	ACYL-CoA DEHYDROGENASE FADE7 	5	10	3	31	0.000000	NE
Rv0401	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	2	3	1	2	-1.000000	S
Rv0402c	mmpL1	PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL1 	36	48	3	133	0.000000	NE
Rv0403c	mmpS1	PROBABLE CONSERVED MEMBRANE PROTEIN MMPS1 	5	7	1	2	0.000000	NE
Rv0404	fadD30	acyl-CoA synthetase 	21	80	22	425	1.000000	E
Rv0405	pks6	PROBABLE MEMBRANE BOUND POLYKETIDE SYNTHASE PKS6 	36	103	17	303	0.999900	E
Rv0406c	-	BETA LACTAMASE LIKE PROTEIN 	11	13	1	2	0.000000	NE
Rv0407	fgd1	PROBABLE F420-DEPENDENT GLUCOSE-6-PHOSPHATE DEHYDROGENASE FGD1 	15	18	2	189	0.000000	NE
Rv0408	pta	phosphate acetyltransferase 	21	38	5	164	0.000000	NE
Rv0409	ackA	acetate kinase 	10	16	2	8	0.000000	NE
Rv0410c	pknG	SERINE/THREONINE-PROTEIN KINASE PKNG (PROTEIN KINASE G) (STPK G) 	0	29	29	1630	1.000000	E
Rv0411c	glnH	PROBABLE GLUTAMINE-BINDING LIPOPROTEIN GLNH (GLNBP) 	0	8	8	509	0.996600	E
Rv0412c	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	0	21	21	971	1.000000	E
Rv0413	mutT3	POSSIBLE MUTATOR PROTEIN MUTT3 (7,8-DIHYDRO-8-OXOGUANINE-TRIPHOSPHATASE) (8-OXO-DGTPASE) (DGTP PYROPHOSPHOHYDROLASE) 	4	5	1	2	0.000000	NE
Rv0414c	thiE	thiamine-phosphate pyrophosphorylase 	0	9	9	493	0.998400	E
Rv0415	thiO	POSSIBLE THIAMINE BIOSYNTHESIS OXIDOREDUCTASE THIO 	0	11	11	761	0.999900	E
Rv0416	thiS	sulfur carrier protein ThiS 	0	4	4	85	-1.000000	S
Rv0417	thiG	thiazole synthase 	0	14	14	633	1.000000	E
Rv0418	lpqL	PROBABLE LIPOPROTEIN AMINOPEPTIDASE LPQL 	18	27	3	67	0.000000	NE
Rv0419	lpqM	POSSIBLE LIPOPROTEIN PEPTIDASE LPQM 	14	18	2	20	0.000000	NE
Rv0420c	-	POSSIBLE TRANSMEMBRANE PROTEIN 	7	7	0	0	0.000000	NE
Rv0421c	-	hypothetical protein Rv0421c 	2	8	4	238	0.012900	NE
Rv0422c	thiD	phosphomethylpyrimidine kinase 	0	14	14	678	1.000000	E
Rv0423c	thiC	thiamine biosynthesis protein ThiC 	0	19	19	1428	1.000000	E
Rv0424c	-	hypothetical protein Rv0424c 	6	8	1	2	0.000000	NE
Rv0425c	ctpH	POSSIBLE METAL CATION TRANSPORTING P-TYPE ATPASE CTPH 	23	35	3	261	0.000100	NE
Rv0426c	-	POSSIBLE TRANSMEMBRANE PROTEIN 	2	2	0	0	-1.000000	S
Rv0427c	xthA	PROBABLE EXODEOXYRIBONUCLEASE III PROTEIN XTHA (EXONUCLEASE III) (EXO III) (AP ENDONUCLEASE VI) 	9	13	2	31	0.000000	NE
Rv0428c	-	hypothetical protein Rv0428c 	7	12	2	212	0.000000	NE
Rv0429c	def	peptide deformylase 	0	8	8	457	0.996600	E
Rv0430	-	hypothetical protein Rv0430 	0	3	3	66	-1.000000	S
Rv0431	-	PUTATIVE TUBERCULIN RELATED PEPTIDE 	0	9	9	386	0.999600	E
Rv0432	sodC	PROBABLE PERIPLASMIC SUPEROXIDE DISMUTASE 	11	12	1	2	0.000000	NE
Rv0433	-	hypothetical protein Rv0433 	16	22	3	108	0.000000	NE
Rv0434	-	hypothetical protein Rv0434 	10	13	1	2	0.000000	NE
Rv0435c	-	PUTATIVE CONSERVED ATPASE 	18	21	1	2	0.000000	NE
Rv0436c	pssA	PROBABLE CDP-DIACYLGLYCEROL--SERINE O-PHOSPHATIDYLTRANSFERASE PSSA (PS SYNTHASE) (PHOSPHATIDYLSERINE SYNTHASE) 	5	16	8	282	0.836600	U
Rv0437c	psd	phosphatidylserine decarboxylase 	2	8	6	446	0.966400	U
Rv0438c	moeA2	PROBABLE MOLYBDOPTERIN BIOSYNTHESIS PROTEIN MOEA2 	10	13	1	2	0.000000	NE
Rv0439c	-	short chain dehydrogenase 	13	18	2	28	0.000000	NE
Rv0440	groEL	chaperonin GroEL 	0	11	11	1253	0.999900	E
Rv0441c	-	hypothetical protein Rv0441c 	7	7	0	0	0.000000	NE
Rv0442c	PPE10	PPE FAMILY PROTEIN 	15	22	2	56	0.000000	NE
Rv0443	-	hypothetical protein Rv0443 	10	12	2	23	0.000000	NE
Rv0444c	-	hypothetical protein Rv0444c 	4	7	1	2	0.000000	NE
Rv0445c	sigK	RNA polymerase sigma factor SigK 	8	10	1	2	0.000000	NE
Rv0446c	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	13	15	1	2	0.000000	NE
Rv0447c	ufaA1	PROBABLE CYCLOPROPANE-FATTY-ACYL-PHOSPHOLIPID SYNTHASE UFAA1 (CYCLOPROPANE FATTY ACID SYNTHASE) (CFA SYNTHASE) 	22	25	1	2	0.000000	NE
Rv0448c	-	hypothetical protein Rv0448c 	13	13	0	0	0.000000	NE
Rv0449c	-	hypothetical protein Rv0449c 	19	23	2	33	0.000000	NE
Rv0450c	mmpL4	PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL4 	35	77	9	157	0.000000	NE
Rv0451c	mmpS4	PROBABLE CONSERVED MEMBRANE PROTEIN MMPS4 	3	14	6	144	0.000000	NE
Rv0452	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	9	9	0	0	0.000000	NE
Rv0453	PPE11	PPE FAMILY PROTEIN 	15	21	2	107	0.000000	NE
Rv0454	-	hypothetical protein Rv0454 	6	6	0	0	0.000000	NE
Rv0455c	-	hypothetical protein Rv0455c 	0	10	10	298	0.999700	E
Rv0456A	-	hypothetical protein Rv0456A 	3	4	1	2	-1.000000	S
Rv0456c	echA2	enoyl-CoA hydratase 	7	9	1	2	0.000000	NE
Rv0457c	-	PROBABLE PEPTIDASE 	19	34	7	174	0.000000	NE
Rv0458	-	PROBABLE ALDEHYDE DEHYDROGENASE 	14	18	1	2	0.000000	NE
Rv0459	-	hypothetical protein Rv0459 	4	5	1	2	0.000000	NE
Rv0460	-	CONSERVED HYDROPHOBIC PROTEIN 	1	2	1	2	-1.000000	S
Rv0461	-	PROBABLE TRANSMEMBRANE PROTEIN 	13	15	1	2	0.000000	NE
Rv0462	lpd	dihydrolipoamide dehydrogenase 	0	25	25	1113	1.000000	E
Rv0463	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	2	3	1	2	-1.000000	S
Rv0464c	-	hypothetical protein Rv0464c 	10	14	2	97	0.000000	NE
Rv0465c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	20	24	1	2	0.000000	NE
Rv0466	-	hypothetical protein Rv0466 	6	8	1	2	0.000000	NE
Rv0467	icl	isocitrate lyase 	4	18	9	342	0.982000	U
Rv0468	fadB2	3-hydroxybutyryl-CoA dehydrogenase 	8	10	1	2	0.000000	NE
Rv0469	umaA	POSSIBLE MYCOLIC ACID SYNTHASE UMAA 	15	21	3	100	0.000000	NE
Rv0470A	-	hypothetical protein Rv0470A 	10	11	1	2	0.000000	NE
Rv0470c	pcaA	MYCOLIC ACID SYNTHASE PCAA (CYCLOPROPANE SYNTHASE) 	8	10	2	185	0.000000	NE
Rv0471c	-	hypothetical protein Rv0471c 	11	12	1	2	0.000000	NE
Rv0472c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY TETR-FAMILY) 	6	9	2	8	0.000000	NE
Rv0473	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	9	14	1	2	0.000000	NE
Rv0474	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	7	7	0	0	0.000000	NE
Rv0475	hbhA	IRON-REGULATED HEPARIN BINDING HEMAGGLUTININ HBHA (ADHESIN) 	7	9	2	19	0.000000	NE
Rv0476	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	5	5	0	0	0.000000	NE
Rv0477	-	POSSIBLE CONSERVED SECRETED PROTEIN 	4	5	1	2	0.000000	NE
Rv0478	deoC	deoxyribose-phosphate aldolase 	3	3	0	0	0.000000	NE
Rv0479c	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	1	12	11	595	0.999100	E
Rv0480c	-	POSSIBLE AMIDOHYDROLASE 	12	14	1	2	0.000000	NE
Rv0481c	-	hypothetical protein Rv0481c 	9	11	1	2	0.000000	NE
Rv0482	murB	UDP-N-acetylenolpyruvoylglucosamine reductase 	0	10	10	666	0.999100	E
Rv0483	lprQ	PROBABLE CONSERVED LIPOPROTEIN LPRQ 	22	24	1	2	0.000000	NE
Rv0484c	-	PROBABLE SHORT-CHAIN TYPE OXIDOREDUCTASE 	5	8	1	2	0.000000	NE
Rv0485	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	17	21	2	110	0.000000	NE
Rv0486	-	MANNOSYLTRANSFERASE 	1	11	10	1112	1.000000	E
Rv0487	-	hypothetical protein Rv0487 	9	9	0	0	0.000000	NE
Rv0488	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	8	9	1	2	0.000000	NE
Rv0489	gpm1	phosphoglyceromutase 	0	11	11	538	0.999900	E
Rv0490	senX3	PUTATIVE TWO COMPONENT SENSOR HISTIDINE KINASE SENX3 	10	16	4	36	0.000000	NE
Rv0491	regX3	TWO COMPONENT SENSORY TRANSDUCTION PROTEIN REGX3 (TRANSCRIPTIONAL REGULATORY PROTEIN) (PROBABLY LUXR-FAMILY) 	6	8	1	2	0.000000	NE
Rv0492A	-	hypothetical protein Rv0492A 	4	4	0	0	0.000000	NE
Rv0492c	-	PROBABLE OXIDOREDUCTASE GMC-TYPE 	11	14	1	2	0.000000	NE
Rv0493c	-	hypothetical protein Rv0493c 	13	16	2	53	0.000000	NE
Rv0494	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY GNTR-FAMILY) 	5	6	1	2	0.000000	NE
Rv0495c	-	hypothetical protein Rv0495c 	8	11	2	19	0.000000	NE
Rv0496	-	hypothetical protein Rv0496 	5	8	3	242	0.001500	NE
Rv0497	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	1	12	9	476	0.995600	E
Rv0498	-	hypothetical protein Rv0498 	9	11	1	2	0.000000	NE
Rv0499	-	hypothetical protein Rv0499 	5	5	0	0	0.000000	NE
Rv0500	proC	pyrroline-5-carboxylate reductase 	0	11	11	672	0.999800	E
Rv0500A	-	hypothetical protein Rv0500A 	2	3	1	2	0.000000	NE
Rv0500B	-	hypothetical protein Rv0500B 	1	1	0	0	-1.000000	S
Rv0501	galE2	POSSIBLE UDP-GLUCOSE 4-EPIMERASE GALE2 (GALACTOWALDENASE) (UDP-GALACTOSE 4-EPIMERASE) (URIDINE DIPHOSPHATE GALACTOSE 4-EPIMERASE) (URIDINE DIPHOSPHO-GALACTOSE 4-EPIMERASE) 	16	23	2	37	0.000000	NE
Rv0502	-	hypothetical protein Rv0502 	9	16	5	67	0.000000	NE
