Significant Interactions	Orf	Gene	Nobs	intercept	coefficient sgRNA_strength	coefficient concentration dependence	pval intercept	pval sgRNA_strength	pval concentration dependence	qval concentration dependence	Z score of concentration dependence
0	RVBD3228	RVBD3228	7	1.530177	0.500083	-0.02054	0.0	0.0	0.19673	0.276188	-4.256637
0	RVBD1499	RVBD1499	5	0.956499	0.135192	0.019679	0.0	6.2e-05	0.537648	0.633293	4.054381
1	RVBD1771	RVBD1771	18	1.195676	0.275407	0.055499	0.0	0.0	0.000233	0.000725	11.456372
1	RVBD3019c	esxR	13	1.078949	0.177876	0.039753	0.0	0.075306	0.004209	0.009793	8.202554
0	Negative	Negative6	98	0.558806	0.075488	0.003106	0.0	0.006882	0.660969	0.740385	0.629669
0	RVBD2469c	RVBD2469c	8	0.850544	0.352974	-0.023083	0.0	1.8e-05	0.223463	0.308464	-4.782133
0	RVBD2162c	PE-PGRS38	6	0.889411	0.150051	0.034916	0.0	1.2e-05	0.062943	0.106639	7.203017
1	RVBD3911	sigM	6	1.203503	-0.281999	0.077308	0.0	0.011286	0.000595	0.0017	15.963072
0	RVBD2010	vapC15	5	1.108032	0.364298	0.038547	0.0	0.017015	0.129279	0.195492	7.953341
1	RVBD0739	RVBD0739	6	1.152082	0.254537	0.037412	0.0	0.0	0.018931	0.037154	7.7188
0	RVBD0720	rplR	15	0.395981	0.091619	0.037358	0.012898	0.0	0.32304	0.418729	7.707642
1	RVBD3905c	esxF	4	1.670938	1.600601	0.180485	0.0	1.3e-05	0.0	0.0	37.283988
0	RVBD0626	RVBD0626	5	1.000142	-0.391186	0.052477	0.0	0.031069	0.211899	0.294515	10.831893
1	RVBD3254	RVBD3254	20	1.166594	0.079289	0.04552	0.0	0.0	0.000567	0.001625	9.394271
0	RVBD0532	PE-PGRS6	9	1.070959	0.196484	0.030628	0.0	0.0	0.300133	0.394223	6.316927
0	RVBD3110	moaB1	6	0.811371	0.430248	-0.040233	0.0	0.0	0.111217	0.172506	-8.326079
0	RVBD1841c	RVBD1841c	8	1.251107	0.65761	0.034119	0.0	2e-06	0.200877	0.281033	7.038321
1	RVBD1616	RVBD1616	5	1.659336	0.19001	0.160917	0.0	0.0	0.0	0.0	33.240377
0	RVBD0062	celA1	11	0.803559	0.201426	-0.040721	0.0	0.0	0.028558	0.053475	-8.426921
0	RVBD1725c	RVBD1725c	7	0.942365	0.084404	0.021843	0.0	0.025945	0.135064	0.203023	4.501559
1	RVBD0960	RVBD0960	2	1.325003	-0.425601	0.088304	0.0	0.020145	0.000149	0.000476	18.235331
1	RVBD3150	nuoF	21	1.307608	0.464657	0.127105	0.0	0.0	0.0	0.0	26.253327
1	RVBD1970	lprM	5	1.870886	1.015234	0.175428	0.0	0.0	5.4e-05	0.000186	36.238989
0	RVBD3353c	RVBD3353c	6	0.471177	0.389136	-0.067679	0.046816	0.06183	0.268973	0.359	-13.997632
0	RVBD3049c	RVBD3049c	20	0.827086	0.220147	-0.019502	0.0	0.0	0.148188	0.218828	-4.04214
1	RVBD0605	RVBD0605	7	1.757104	0.350399	0.128047	0.0	0.0	0.003087	0.007471	26.447986
0	RVBD2265	RVBD2265	9	1.036824	0.499444	0.007877	0.0	0.0	0.68104	0.755277	1.615568
1	RVBD3200c	RVBD3200c	8	4.853699	0.46057	0.736472	0.0	0.0	0.0	0.0	152.175406
0	RVBD0376c	RVBD0376c	6	0.782791	0.421344	-0.04213	0.0	0.0	0.184533	0.261519	-8.718082
0	RVBD3591c	RVBD3591c	8	0.940908	0.26126	0.002546	0.0	0.0	0.900966	0.929265	0.513948
1	RVBD2878c	mpt53	7	1.220773	0.295828	0.060845	0.0	0.0	0.000322	0.000974	12.561091
0	RVBD2020c	RVBD2020c	6	1.104371	0.309288	0.001508	0.0	5.4e-05	0.956748	0.968498	0.299452
0	RVBD3113	RVBD3113	11	1.016162	0.349175	0.00571	0.0	0.000593	0.751401	0.813867	1.16777
0	RVBD2637	dedA	9	0.703787	0.235446	-0.048344	0.0	0.0	0.094051	0.150325	-10.002169
0	RVBD2832c	ugpC	9	0.724829	0.178526	-0.034847	0.0	0.0	0.06294	0.106639	-7.213094
1	RVBD1988	erm(37)	7	1.207122	0.311115	0.071497	0.0	0.152316	0.002662	0.006524	14.762264
0	RVBD0107c	ctpI	27	1.065843	0.262817	0.025066	0.0	0.0	0.043156	0.07723	5.167573
0	RVBD0120c	fusA2	20	0.883069	0.264549	-0.007875	0.0	0.0	0.513831	0.612382	-1.63949
1	RVBD0624	vapC30	9	1.175415	0.413527	0.043532	0.0	0.0	0.001145	0.003085	8.983462
0	RVBD2531c	RVBD2531c	26	0.771133	0.148292	-0.024468	0.0	0.0	0.078039	0.128286	-5.068335
0	RVBD3250c	rubB	4	0.713921	-0.540463	-0.042121	0.0	0.041142	0.185094	0.262222	-8.716223
0	RVBD2933	ppsC	47	0.844067	0.265153	-0.015573	0.0	0.0	0.146967	0.217436	-3.230236
0	RVBD3841	bfrB	5	0.935459	0.486423	0.017844	0.0	7.7e-05	0.310288	0.404536	3.675189
1	RVBD2160A	RVBD2160A	5	1.621216	-2.062333	0.105571	0.0	1.7e-05	0.015904	0.031927	21.803454
-1	RVBD3058c	RVBD3058c	9	0.31132	0.224348	-0.135612	0.000501	0.0	0.0	0.0	-28.035584
-1	RVBD0224c	RVBD0224c	100	0.364263	0.126238	-0.125767	0.0	0.0	0.0	0.0	-26.001173
0	RVBD1960c	RVBD1960c	5	1.224164	0.906335	0.035136	0.0	0.006514	0.197983	0.277561	7.248478
0	RVBD2735c	RVBD2735c	9	0.938838	0.292424	-0.009054	0.0	0.0	0.542352	0.637728	-1.883123
1	RVBD1827	garA	68	1.064849	0.093122	0.132123	0.0	0.0	0.0	0.0	27.290267
1	RVBD1100	RVBD1100	7	2.555969	0.458645	0.168663	0.0	0.0	0.0	0.0	34.841042
1	RVBD0190	RVBD0190	5	1.287491	-0.146608	0.219223	0.000126	0.035659	0.007014	0.015521	45.288966
0	RVBD2618	RVBD2618	5	1.125622	0.435588	0.040272	0.0	0.0	0.043835	0.078263	8.309802
-1	RVBD1208	gpgS	82	0.329288	0.142134	-0.146916	0.0	0.0	0.0	0.0	-30.371488
0	RVBD0324	RVBD0324	7	1.137843	0.26969	0.034275	0.0	0.0002	0.032639	0.060306	7.070558
0	tRNA-Ser42	tRNA-Ser42	6	1.161388	0.162568	0.027732	0.0	0.0	0.353313	0.451164	5.718486
-1	RVBD3870	eccCa1	32	0.393557	0.253915	-0.115745	0.0	0.0	0.0	0.0	-23.930186
0	RVBD0827c	kmtR	7	0.770832	0.245525	-0.038698	0.0	0.072659	0.107993	0.168281	-8.00888
-1	RVBD3223c	sigH	6	0.776438	0.625827	-0.12038	0.0	0.0	4e-06	1.6e-05	-24.887981
-1	RVBD3598c	lysS	153	0.149796	0.08586	-0.073909	2.2e-05	0.0	0.0	0.0	-15.285024
-1	RVBD1713	engA	84	0.413589	0.092305	-0.087209	0.0	0.0	0.0	0.0	-18.033391
-1	RVBD1850	ureC	6	0.610675	0.451225	-0.098775	0.000141	0.0	0.01014	0.021556	-20.423436
0	RVBD2687c	RVBD2687c	12	0.982284	0.243982	0.006892	0.0	0.0	0.664636	0.743002	1.412023
0	RVBD2386c	mbtI	105	0.911891	0.118466	0.008984	0.0	0.0	0.320161	0.415798	1.844323
0	RVBD0766c	cyp123	16	0.996713	0.314926	0.023859	0.0	0.0	0.084894	0.13765	4.918153
0	RVBD0728c	serA2	6	1.205947	0.336712	0.022795	0.0	0.0	0.527834	0.62538	4.698284
0	RVBD1037c	esxI	5	0.624337	0.113136	-0.010517	0.0	0.0	0.639663	0.725323	-2.185443
0	RVBD3772	hisC2	8	1.026853	0.243169	0.020049	0.0	0.0	0.536248	0.632012	4.130839
0	RVBD1976c	RVBD1976c	5	1.051628	0.210892	0.003208	0.0	6.7e-05	0.885122	0.917845	0.650746
0	RVBD3767c	RVBD3767c	8	0.989108	0.195008	-0.014455	0.0	0.0	0.637915	0.723747	-2.999208
-1	RVBD1830	RVBD1830	74	-0.165659	0.082605	-0.104758	0.003514	0.0	0.0	0.0	-21.659787
0	RVBD3701c	RVBD3701c	10	0.719584	0.150158	-0.018665	0.0	0.0	0.30749	0.401536	-3.869179
0	RVBD3116	moeB2	11	0.893243	0.456335	-0.019463	0.0	1e-06	0.160117	0.23305	-4.034081
-1	RVBD1391	dfp	123	0.573072	0.104114	-0.069313	0.0	0.0	0.0	0.0	-14.335288
0	RVBD3542c	RVBD3542c	11	0.866711	0.196097	-0.021755	0.0	0.0	0.272548	0.362787	-4.507709
0	RVBD3090	RVBD3090	11	0.813116	0.260442	-0.018238	0.0	5.9e-05	0.223462	0.308464	-3.780942
1	RVBD0081	RVBD0081	5	1.312497	0.042075	0.068364	0.0	0.586917	0.018527	0.036503	14.114848
-1	RVBD0650	RVBD0650	8	0.71384	0.191502	-0.058351	0.0	0.0	0.012411	0.025694	-12.070056
0	RVBD0738	RVBD0738	6	0.685301	-0.808366	0.01201	1e-06	0.066507	0.666749	0.744334	2.469628
1	RVBD2436	rbsK	6	1.231441	0.243256	0.05825	0.0	0.000408	0.018754	0.036878	12.02485
0	RVBD2806	RVBD2806	6	0.904413	0.3672	0.004822	0.0	0.013708	0.86903	0.908388	0.98427
0	RVBD1927	RVBD1927	6	1.070853	0.518601	0.032801	0.0	0.006202	0.036601	0.066651	6.765965
0	RVBD2860c	glnA4	8	0.937798	0.208765	0.013064	0.0	0.0	0.438251	0.538023	2.68743
0	RVBD2269c	RVBD2269c	5	0.720654	0.153733	-0.039322	0.0	0.053552	0.070919	0.118316	-8.137826
-1	RVBD1612	trpB	137	0.515123	0.122362	-0.11415	0.0	0.0	0.0	0.0	-23.600589
0	RVBD0934	pstS1	11	1.273369	0.218912	0.033555	0.0	0.0	0.145927	0.216135	6.921774
-1	RVBD3262	fbiB	11	1.018926	0.524698	-0.074522	0.0	0.000454	0.010522	0.02225	-15.411697
1	RVBD3516	echA19	8	1.250393	0.363494	0.06464	0.0	1.8e-05	0.004426	0.010244	13.345305
0	RVBD3082c	virS	12	0.773081	0.204445	-0.025205	0.0	0.0	0.250619	0.338545	-5.220632
1	RVBD1544	RVBD1544	13	1.093358	0.237155	0.045958	0.0	0.0	0.024075	0.045932	9.484781
0	RVBD3253c	RVBD3253c	25	1.049428	0.204836	0.02148	0.0	0.0	0.062634	0.106204	4.426547
-1	RVBD1058	fadD14	13	0.54733	0.174657	-0.072469	0.0	0.0	1e-06	4e-06	-14.987457
-1	RVBD3245c	mtrB	144	-0.201099	0.157592	-0.263908	0.000143	0.0	0.0	0.0	-54.547192
1	RVBD1248c	RVBD1248c	29	0.678223	0.074462	0.063817	0.0	0.0	0.0	0.0	13.175237
0	RVBD0116c	ldtA	5	0.881802	-1.119156	0.004763	0.0	1.7e-05	0.870648	0.908989	0.972078
-1	RVBD0012	RVBD0012	7	0.363178	0.306129	-0.320877	0.014906	0.000248	0.0	0.0	-66.319498
-1	RVBD3753c	RVBD3753c	4	0.53191	0.248785	-0.245031	0.014917	0.0	0.0	0.0	-50.646372
0	RVBD0583c	lpqN	5	1.082235	0.932825	0.036924	0.0	0.004547	0.295379	0.388611	7.617958
0	RVBD0104	RVBD0104	24	0.859683	0.198967	-0.018066	0.0	0.0	0.18067	0.257854	-3.7454
1	RVBD0461	RVBD0461	6	1.481765	0.182268	0.107411	0.0	0.0	1e-06	4e-06	22.183679
0	RVBD0176	RVBD0176	9	0.642044	0.155374	-0.004253	0.0	0.0	0.690862	0.763863	-0.891025
1	RVBD2307c	RVBD2307c	5	1.397726	0.261408	0.110673	0.0	0.000938	3.5e-05	0.000124	22.857752
1	RVBD3421c	RVBD3421c	5	1.997173	0.316084	0.139874	0.0	5.7e-05	0.0	0.0	28.891965
0	RVBD1979c	RVBD1979c	24	0.97509	0.394921	0.001805	0.0	0.0	0.858499	0.900187	0.360825
0	RVBD2260	RVBD2260	6	0.7966	0.299326	-0.033876	0.0	0.000281	0.102248	0.160755	-7.012442
0	RVBD3688c	RVBD3688c	6	1.036046	0.196168	0.052416	0.0	0.0	0.028273	0.05304	10.819288
0	RVBD3886c	mycP2	7	1.009617	0.301007	-0.003325	0.0	0.0	0.861773	0.902437	-0.699259
1	RVBD3530c	RVBD3530c	6	0.810618	-0.723325	0.046936	0.0	0.0	0.003916	0.009196	9.686879
-1	RVBD3492c	RVBD3492c	6	0.584933	0.150222	-0.039029	0.0	0.0	0.013127	0.026982	-8.077279
0	RVBD0057	RVBD0057	8	0.499796	0.143426	-0.020945	0.024249	0.0	0.699423	0.771217	-4.340328
0	RVBD3068c	pgmA	9	0.940488	0.300925	-0.021751	0.0	0.0	0.450214	0.549536	-4.506883
-1	RVBD3816c	RVBD3816c	6	-0.328412	0.057491	-0.190259	5.8e-05	0.0	0.0	0.0	-39.328062
1	RVBD0033	acpA	5	1.632267	1.735569	0.068174	0.0	0.0	0.009079	0.019495	14.075585
0	RVBD0301	vapC2	6	1.012807	0.354536	0.019838	0.0	1e-06	0.262359	0.351582	4.087237
-1	RVBD2922c	smc	11	0.412816	0.08975	-0.055025	0.0	0.0	0.000705	0.001977	-11.382758
0	RVBD1045	RVBD1045	7	1.192897	0.485661	0.034845	0.0	0.0	0.031941	0.05907	7.188345
0	RVBD3757c	proW	5	0.77351	0.346121	-0.023497	0.0	0.003161	0.408638	0.50941	-4.867683
1	RVBD3445c	esxU	5	1.292255	0.247825	0.091463	0.0	0.0	0.00138	0.003655	18.888119
0	RVBD2560	RVBD2560	6	1.081445	0.535193	0.013247	0.0	0.0	0.521656	0.619514	2.725246
1	RVBD1871c	RVBD1871c	5	1.128694	-0.159115	0.080356	0.0	0.349605	0.001879	0.004806	16.592923
-1	RVBD0226c	RVBD0226c	176	0.117029	0.119101	-0.178253	0.000352	0.0	0.0	0.0	-36.847094
1	RVBD1111c	RVBD1111c	107	1.337313	0.13118	0.093035	0.0	0.0	0.0	0.0	19.212964
0	RVBD3695	RVBD3695	12	0.708615	0.042019	-0.002936	0.0	0.347478	0.846635	0.891439	-0.618875
0	RVBD0838	lpqR	8	0.927311	0.217219	-0.004445	0.0	0.0	0.833544	0.880414	-0.930701
0	RVBD3182	RVBD3182	7	1.012174	0.556916	-0.003261	0.0	0.001162	0.887335	0.919432	-0.686034
0	RVBD3570c	hsaA	8	0.925965	0.205433	-0.00701	0.0	0.0	0.790541	0.842924	-1.460743
1	RVBD0460	RVBD0460	7	3.390809	0.051292	0.504583	0.0	0.748878	0.0	0.0	104.256919
0	RVBD1647	RVBD1647	6	1.143664	0.249791	0.05509	0.0	0.0	0.030105	0.05606	11.371854
0	RVBD2067c	RVBD2067c	9	1.027554	0.306321	-0.01287	0.0	0.0	0.366183	0.463786	-2.671677
0	RVBD1862	adhA	5	0.860868	0.042167	0.014374	0.0	0.280902	0.399264	0.499265	2.958134
-1	RVBD3105c	prfB	102	0.236939	0.097539	-0.118765	0.0	0.0	0.0	0.0	-24.554251
1	RVBD0043c	RVBD0043c	14	2.25842	0.281295	0.299736	0.0	0.041528	0.0	0.0	61.9265
0	RVBD2671	ribD	6	0.849023	0.337229	-0.025228	1.4e-05	0.000852	0.601245	0.69186	-5.225384
1	RVBD0211	pckA	20	2.162012	0.168536	0.242525	0.0	0.0	0.0	0.0	50.104186
0	RVBD2940c	mas	48	0.920069	0.159689	0.011074	0.0	0.0	0.243109	0.330445	2.276209
0	RVBD3434c	RVBD3434c	8	0.691134	0.144513	-0.001304	0.0	0.0	0.947871	0.962406	-0.281632
0	RVBD6004	tRNA-Tyr	2	-1.215181	0.003514	-0.048578	0.0	0.63682	0.094925	0.1512	-10.050523
-1	RVBD0553	menC	99	0.686251	0.116882	-0.06272	0.0	0.0	0.0	0.0	-12.972884
0	RVBD0053	rpsF	20	1.250407	0.12747	0.066346	0.0	0.0	0.070093	0.117201	13.69784
0	RVBD0191	RVBD0191	5	0.995219	0.192744	0.039143	0.0	0.003576	0.113864	0.176071	8.076501
1	RVBD1102c	mazF3	6	2.428386	0.964496	0.262087	0.0	0.080967	4e-06	1.6e-05	54.146557
-1	RVBD0809	purM	73	0.70014	0.105699	-0.068208	0.0	0.0	0.0	0.0	-14.106947
-1	RVBD3665c	dppB	15	0.446283	0.111021	-0.070987	0.0	0.0	9.7e-05	0.000321	-14.681211
0	RVBD1024	RVBD1024	43	0.648949	0.093391	-0.023253	0.0	0.0	0.148983	0.219614	-4.817262
0	RVBD2089c	pepE	7	0.914678	0.269995	-0.010201	0.0	0.0	0.647098	0.730268	-2.120144
0	RVBD3144c	PPE52	7	0.711414	0.240909	-0.040445	0.0	0.0	0.210585	0.293092	-8.369887
1	RVBD2195	qcrA	102	1.120571	0.096313	0.102833	0.0	0.0	0.0	0.0	21.237662
0	RVBD3819	RVBD3819	6	1.16757	0.445266	0.037028	0.0	0.0	0.07256	0.120555	7.639449
1	RVBD2816c	RVBD2816c	7	1.141643	0.234533	0.041547	0.0	0.0	0.013821	0.028222	8.573274
0	RVBD2655c	RVBD2655c	6	0.776569	0.250613	-0.037784	0.0	0.0	0.227218	0.312528	-7.820007
0	RVBD1532c	RVBD1532c	5	1.559262	-0.115095	0.110746	0.0	0.793318	0.029652	0.055293	22.872837
0	RVBD3390	lpqD	13	0.93627	0.348881	-0.007766	0.0	0.0	0.728421	0.795169	-1.616966
0	RVBD3404c	RVBD3404c	14	0.899011	0.211409	0.001856	0.0	0.0	0.904253	0.931704	0.371364
0	RVBD0942	RVBD0942	7	1.141141	0.37035	0.05234	0.0	0.0	0.032929	0.060786	10.803583
0	RVBD1071c	echA9	9	0.988545	0.269355	0.041257	0.0	0.000313	0.072129	0.119888	8.513347
0	RVBD1660	pks10	8	0.952179	0.330986	-0.019611	0.0	0.0	0.239815	0.326903	-4.064665
1	RVBD0400c	fadE7	8	1.080984	0.212994	0.050002	0.0	0.003612	0.002852	0.006954	10.320449
1	RVBD3331	sugI	18	1.388015	0.293101	0.120576	0.0	0.0	0.0	0.0	24.904148
0	RVBD2142A	parD2	4	-0.219356	0.075677	0.044521	0.471358	0.144405	0.102511	0.161043	9.187833
0	RVBD2588c	yajC	7	1.122389	0.336011	-0.015454	0.0	0.0	0.455135	0.554036	-3.205645
0	RVBD2835c	ugpA	6	0.891878	0.244458	-0.027469	0.0	0.0	0.139304	0.208373	-5.688474
0	RVBD1541c	lprI	9	0.992949	0.223947	0.008377	0.0	6e-06	0.610614	0.70012	1.71889
-1	RVBD0126	treS	26	-1.396643	0.101688	-0.431316	0.0	0.0	0.0	0.0	-89.141063
0	RVBD2558	RVBD2558	7	0.969107	-0.699315	0.028093	0.0	2.2e-05	0.120214	0.184337	5.793084
1	RVBD1808	PPE32	6	1.168614	0.318829	0.068439	0.0	0.003178	0.003421	0.008191	14.130346
0	RVBD1247c	RVBD1247c	2	2.404578	5.647619	0.078674	0.04611	0.344126	0.031555	0.058464	16.245348
1	RVBD1680	RVBD1680	8	1.155001	0.203152	0.048515	0.0	0.000955	0.009987	0.021264	10.01317
0	RVBD1706A	RVBD1706A	5	0.825012	0.019309	0.026872	0.0	0.91494	0.142938	0.212409	5.540772
0	RVBD2751	RVBD2751	5	0.79831	0.336711	-0.011173	0.0	0.0	0.418538	0.518391	-2.321002
-1	RVBD2110c	prcB	71	-0.066625	0.145862	-0.197707	0.067448	0.0	0.0	0.0	-40.867147
0	RVBD1755c	plcD	14	1.068341	-0.377493	0.033296	0.0	0.001291	0.07605	0.12563	6.868253
1	RVBD2373c	dnaJ2	82	1.564419	0.192153	0.12457	0.0	0.0	0.0	0.0	25.729484
-1	RVBD1539	lspA	76	-0.774687	0.14764	-0.370626	0.0	0.0	0.0	0.0	-76.599834
-1	RVBD2534c	efp	47	0.363852	0.107166	-0.141083	0.0	0.0	0.0	0.0	-29.166133
-1	RVBD1127c	ppdK	8	0.397917	0.202004	-0.100137	1.4e-05	0.001889	0.0	0.0	-20.704885
0	RVBD2989	RVBD2989	5	1.215296	0.124044	0.09912	0.0	2.2e-05	0.05542	0.095823	20.470393
0	RVBD2021c	RVBD2021c	2	1.214569	0.292787	0.056842	1e-06	0.012791	0.126953	0.192551	11.733895
-1	RVBD2357c	glyS	93	0.230863	0.094058	-0.109702	0.0	0.0	0.0	0.0	-22.681436
1	RVBD2038c	RVBD2038c	8	1.240782	0.396303	0.047437	0.0	0.0	0.01709	0.03402	9.790407
0	RVBD1790	PPE27	5	0.886664	0.247743	-0.0214	0.0	0.0	0.429533	0.529412	-4.434351
-1	RVBD2593c	ruvA	57	0.491344	0.2094	-0.095449	0.0	0.0	0.0	0.0	-19.736138
1	RVBD0299	RVBD0299	5	1.453163	0.301686	0.125165	0.0	0.0	0.0	0.0	25.852438
-1	RVBD3634c	galE1	41	0.000359	0.099994	-0.220926	0.996269	0.0	0.0	0.0	-45.665216
1	RVBD2412	rpsT	19	1.710271	0.140269	0.163476	0.0	0.0	0.0	0.0	33.769179
0	RVBD2074	RVBD2074	8	0.893493	0.058859	0.013601	0.0	0.344795	0.505204	0.60424	2.798398
1	RVBD2238c	ahpE	8	1.25156	0.055272	0.174308	0.0	0.239236	0.0	0.0	36.007547
1	RVBD2888c	amiC	13	1.240879	0.214994	0.063388	0.0	0.0	0.0001	0.00033	13.086587
0	RVBD3232c	ppk2	7	0.959946	0.218471	-0.011509	0.0	0.0	0.546168	0.640957	-2.390434
0	RVBD1017c	prsA	102	0.970017	0.127719	-0.006412	0.0	0.0	0.581107	0.672905	-1.337169
0	RVBD0266c	oplA	24	1.024507	0.3042	0.02508	0.0	0.0	0.042222	0.075827	5.170466
1	RVBD0280	PPE3	5	1.018182	0.120399	0.107484	0.0	0.017232	0.000212	0.000663	22.198764
0	RVBD2370c	RVBD2370c	6	1.356138	0.742121	0.082256	0.0	6.9e-05	0.057649	0.099041	16.985547
0	RVBD0567	RVBD0567	14	1.033825	0.216436	0.017042	0.0	0.0	0.238051	0.325157	3.509461
1	RVBD0750	RVBD0750	3	1.752696	0.55334	0.101446	0.0	0.0	0.00882	0.018999	20.951047
0	RVBD1562c	treZ	13	1.038018	0.286987	0.021959	0.0	0.0	0.270003	0.359711	4.52553
0	RVBD2485c	lipQ	9	1.025291	0.276753	0.013642	0.0	0.0	0.443864	0.543442	2.806871
-1	RVBD2723	RVBD2723	13	0.194389	0.164439	-0.148367	0.00054	0.0	0.0	0.0	-30.671329
-1	RVBD3176c	mesT	10	0.936296	0.225085	-0.031526	0.0	0.0	0.012382	0.025647	-6.526829
-1	RVBD3721c	dnaZX	163	0.560505	0.114906	-0.050653	0.0	0.0	0.0	0.0	-10.47931
0	RVBD2062c	cobN	26	0.941564	0.344808	-0.000815	0.0	0.0	0.947763	0.962406	-0.180583
-1	RVBD2984	ppk1	235	-0.839054	0.155705	-0.275813	0.0	0.0	0.0	0.0	-57.007289
-1	RVBD2869c	rip	15	-1.558658	0.038658	-0.324235	0.0	0.0	0.0	0.0	-67.013409
0	RVBD2119	RVBD2119	4	0.811025	-0.124121	0.026713	0.0	0.424028	0.075467	0.12484	5.507915
-1	RVBD3210c	RVBD3210c	7	0.413361	0.123671	-0.061789	0.0	0.0	0.000159	0.000506	-12.780498
0	RVBD1780	RVBD1780	9	1.116562	0.241019	0.039102	0.0	0.0	0.176701	0.253263	8.068029
1	RVBD1653	argJ	101	1.088332	0.127447	0.048761	0.0	0.0	0.0	0.0	10.064004
-1	RVBD3095	RVBD3095	8	0.839716	0.693126	-0.093771	0.0	0.0	0.015285	0.030806	-19.389389
0	RVBD2274c	mazF8	6	0.880058	0.007827	0.015284	0.0	0.94075	0.494541	0.594479	3.14618
0	RVBD1242	RVBD1242	5	0.898802	0.159974	0.017261	0.0	0.157361	0.556744	0.650286	3.554716
1	RVBD0501	galE2	12	1.941004	0.72754	0.160437	0.0	2.9e-05	0.00207	0.005219	33.141187
0	RVBD2576c	RVBD2576c	5	1.271734	0.092933	0.071911	0.0	0.667606	0.06784	0.114074	14.847814
1	RVBD3497c	mce4C	6	1.069944	0.281468	0.045315	0.0	0.0	0.007444	0.016376	9.351908
1	RVBD2088	pknJ	15	1.081196	0.205173	0.044522	0.0	0.00135	0.004304	0.009991	9.18804
-1	RVBD0820	phoT	6	-1.338081	0.125486	-0.561089	0.0	0.000159	0.0	0.0	-115.957884
0	RVBD0080	RVBD0080	5	1.026282	0.197308	0.030946	0.0	0.0	0.417128	0.517115	6.38264
0	RVBD1548c	PPE21	9	1.051401	0.065945	0.035359	0.0	0.455202	0.057607	0.09901	7.29456
-1	RVBD3775	lipE	16	0.602949	0.305176	-0.085556	0.0	0.0	0.0	0.0	-17.691808
-1	tRNA-Val31	tRNA-Val31	11	-0.191556	0.082795	-0.13844	0.016941	0.0	0.0	0.0	-28.619973
1	RVBD2079	RVBD2079	8	1.253492	0.195216	0.061239	0.0	0.185152	0.000508	0.00147	12.642509
1	RVBD0912	RVBD0912	7	1.157774	0.424654	0.060781	0.0	0.0	0.019726	0.038598	12.547866
0	RVBD1218c	RVBD1218c	5	1.078576	0.0434	0.073789	0.0	0.052936	0.106907	0.16704	15.235892
0	RVBD3544c	fadE28	6	0.870602	0.291972	-0.038336	0.0	0.0	0.069979	0.117134	-7.934075
1	RVBD3494c	mce4F	13	1.07984	0.212888	0.047325	0.0	0.0	0.00184	0.004716	9.767263
0	RVBD3470c	ilvB2	17	0.804948	0.172686	-0.021602	0.0	0.0	0.105084	0.164765	-4.476093
0	RVBD3119	moaE1	5	0.772179	0.715088	-0.012556	0.0	0.000312	0.542361	0.637728	-2.606791
0	RVBD3060c	RVBD3060c	7	0.834231	0.238409	-0.015446	0.0	0.0	0.499114	0.598196	-3.203992
-1	RVBD3198c	uvrD2	193	0.774027	0.18636	-0.029625	0.0	0.0	0.0	0.0	-6.133998
0	RVBD3556c	fadA6	7	1.004443	0.26838	0.037604	0.0	0.0	0.078572	0.129057	7.758476
1	RVBD0770	RVBD0770	5	1.484491	0.808421	0.090932	0.0	2e-06	0.000519	0.001497	18.778391
1	RVBD1856c	RVBD1856c	5	2.956718	0.174552	0.418551	0.0	0.414594	0.0	0.0	86.478916
-1	RVBD3790	dprE1	127	-0.162723	0.082864	-0.229526	3e-06	0.0	0.0	0.0	-47.442355
0	RVBD1741	vapC34	7	1.080369	0.67059	0.009555	0.0	0.004643	0.641778	0.727108	1.962316
-1	RVBD2229c	RVBD2229c	6	0.462221	0.190708	-0.252731	0.023459	0.0	0.0	0.0	-52.237531
0	RVBD3360	RVBD3360	6	0.795556	0.097677	0.010113	0.0	0.00993	0.517871	0.616469	2.077624
-1	tRNA-Val34	tRNA-Val34	11	-0.321233	0.07319	-0.19164	0.000299	0.0	0.0	0.0	-39.613438
0	RVBD2487c	PE-PGRS42	7	1.228267	0.30216	0.046516	0.0	0.0	0.068789	0.115429	9.600088
-1	RVBD3669	RVBD3669	14	-1.346131	0.002134	-0.160241	0.0	0.729323	0.0	0.0	-33.125021
0	RVBD0209	RVBD0209	9	1.414485	0.258468	0.09593	0.0	0.0	0.060845	0.103693	19.811198
1	RVBD1052	RVBD1052	7	1.376547	0.098626	0.108014	0.0	0.031003	0.0	0.0	22.308285
0	RVBD2209	RVBD2209	17	1.02913	0.450618	-0.000747	0.0	0.0	0.958455	0.969982	-0.166531
-1	RVBD2541	RVBD2541	5	0.214589	0.084539	-0.064255	0.028606	0.0	0.009687	0.020723	-13.290083
-1	RVBD1222	rseA	6	-1.401134	0.036952	-0.273418	0.0	1.8e-05	0.0	0.0	-56.512377
0	RVBD1667c	RVBD1667c	7	0.887617	0.35735	-0.007573	0.0	0.0	0.546647	0.641274	-1.577083
1	RVBD1973	RVBD1973	6	1.133448	0.206573	0.045508	0.0	2.4e-05	0.009591	0.02054	9.391791
0	RVBD1962A	vapB35	5	0.928336	-0.159964	0.031408	0.0	0.069239	0.130106	0.196595	6.478109
