#HMM - Genes
#Orf	Name	Desc	N	n0	n1	n2	n3	Avg. Insertions	Avg. Reads	State Call
Rv0227c	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	21	21	0	0	0	0.0000	0.0	ES
Rv0228	-	PROBABLE INTEGRAL MEMBRANE ACYLTRANSFERASE 	13	13	0	0	0	0.0000	0.0	ES
Rv0229c	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	16	0	0	16	0	0.5000	305.0	NE
Rv0230c	php	PROBABLE PHOSPHOTRIESTERASE PHP (PARATHION HYDROLASE) (PTE) (ARYLDIALKYLPHOSPHATASE) (PARAOXONASE) (A-ESTERASE) (ARYLTRIPHOSPHATASE) (PARAOXON HYDROLASE) 	13	0	0	13	0	0.8462	732.1	NE
Rv0231	fadE4	PROBABLE ACYL-CoA DEHYDROGENASE FADE4 	33	0	0	33	0	0.9091	222.3	NE
Rv0232	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR/ACRR-FAMILY) 	9	0	0	9	0	1.0000	358.2	NE
Rv0233	nrdB	ribonucleotide-diphosphate reductase subunit beta 	11	0	0	11	0	1.0000	268.7	NE
Rv0234c	gabD1	succinic semialdehyde dehydrogenase 	19	0	0	19	0	0.5263	106.0	NE
Rv0235c	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	22	0	0	22	0	0.5000	109.2	NE
Rv0236A	-	SMALL SECRETED PROTEIN 	2	0	0	2	0	0.0000	0.0	NE
Rv0236c	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	34	34	0	0	0	0.0000	0.0	ES
Rv0237	lpqI	PROBABLE CONSERVED LIPOPROTEIN LPQI 	12	0	0	12	0	0.4167	142.4	NE
Rv0238	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY) 	11	0	0	11	0	0.0909	207.0	NE
Rv0239	-	hypothetical protein Rv0239 	2	0	0	2	0	1.0000	280.5	NE
Rv0240	-	hypothetical protein Rv0240 	6	0	0	6	0	0.8333	140.4	NE
Rv0241c	-	hypothetical protein Rv0241c 	13	0	0	13	0	0.2308	51.3	NE
Rv0242c	fabG	3-ketoacyl-(acyl-carrier-protein) reductase 	11	0	0	11	0	0.2727	4.7	NE
Rv0243	fadA2	acetyl-CoA acetyltransferase 	18	0	0	18	0	0.6111	47.1	NE
Rv0244c	fadE5	PROBABLE ACYL-CoA DEHYDROGENASE FADE5 	21	0	0	21	0	0.8095	162.8	NE
Rv0245	-	POSSIBLE OXIDOREDUCTASE 	4	0	0	4	0	1.0000	37.8	NE
Rv0246	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	29	0	0	29	0	0.6552	100.8	NE
Rv0247c	-	fumarate reductase iron-sulfur subunit 	9	9	0	0	0	0.0000	0.0	ES
Rv0248c	sdhA	succinate dehydrogenase flavoprotein subunit 	33	26	0	7	0	0.1212	87.0	ES
Rv0249c	-	PROBABLE SUCCINATE DEHYDROGENASE 	22	16	0	6	0	0.1364	48.0	ES
Rv0250c	-	hypothetical protein Rv0250c 	3	0	0	3	0	0.6667	84.5	NE
Rv0251c	hsp	HEAT SHOCK PROTEIN HSP (HEAT-STRESS-INDUCED RIBOSOME-BINDING PROTEIN A) 	5	0	0	5	0	1.0000	58.6	NE
Rv0252	nirB	PROBABLE NITRITE REDUCTASE 	38	0	0	38	0	0.6316	257.4	NE
Rv0253	nirD	PROBABLE NITRITE REDUCTASE 	6	0	0	6	0	0.8333	82.2	NE
Rv0254c	cobU	PROBABLE BIFUNCTIONAL COBALAMIN BIOSYNTHESIS PROTEIN COBU: COBINAMIDE KINASE + COBINAMIDE PHOSPHATE GUANYLYLTRANSFERASE 	5	0	0	5	0	0.8000	443.2	NE
Rv0255c	cobQ1	cobyric acid synthase 	13	0	0	13	0	0.8462	178.9	NE
Rv0256c	PPE2	PPE FAMILY PROTEIN 	31	0	0	31	0	0.7742	165.8	NE
Rv0257	-	hypothetical protein Rv0257 	3	0	0	3	0	1.0000	140.7	NE
Rv0258c	-	hypothetical protein Rv0258c 	6	0	0	6	0	0.3333	169.5	NE
Rv0259c	-	hypothetical protein Rv0259c 	7	0	0	7	0	0.5714	165.5	NE
Rv0260c	-	bifunctional uroporphyrinogen-III synthetase/response regulator domain protein 	18	0	0	18	0	0.3889	98.3	NE
Rv0261c	narK3	PROBABLE INTEGRAL MEMBRANE NITRITE EXTRUSION PROTEIN NARK3 (NITRITE FACILITATOR) 	22	0	0	22	0	0.5000	154.2	NE
Rv0262c	aac	AMINOGLYCOSIDE 2'-N-ACETYLTRANSFERASE AAC (AAC(2')-IC) 	6	0	0	6	0	0.6667	65.0	NE
Rv0263c	-	hypothetical protein Rv0263c 	15	0	0	15	0	0.6000	367.6	NE
Rv0264c	-	hypothetical protein Rv0264c 	9	0	0	9	0	0.8889	329.4	NE
Rv0265c	-	PROBABLE PERIPLASMIC IRON-TRANSPORT LIPOPROTEIN 	9	0	0	9	0	0.8889	397.9	NE
Rv0266c	oplA	PROBABLE 5-OXOPROLINASE OPLA (5-OXO-L-PROLINASE) (PYROGLUTAMASE) (5-OPASE) 	38	0	0	38	0	0.8158	591.5	NE
Rv0267	narU	PROBABLE INTEGRAL MEMBRANE NITRITE EXTRUSION PROTEIN NARU (NITRITE FACILITATOR) 	11	0	0	11	0	0.9091	392.3	NE
Rv0268c	-	hypothetical protein Rv0268c 	12	0	0	12	0	0.8333	507.5	NE
Rv0269c	-	hypothetical protein Rv0269c 	10	0	0	10	0	0.8000	305.1	NE
Rv0270	fadD2	acyl-CoA synthetase 	21	0	0	21	0	0.8571	291.3	NE
Rv0271c	fadE6	PROBABLE ACYL-CoA DEHYDROGENASE FADE6 	25	0	0	25	0	0.8000	186.7	NE
Rv0272c	-	hypothetical protein Rv0272c 	15	0	0	15	0	0.6667	125.8	NE
Rv0273c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	15	0	0	15	0	0.5333	119.4	NE
Rv0274	-	hypothetical protein Rv0274 	8	0	0	8	0	0.6250	295.4	NE
Rv0275c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY TETR-FAMILY) 	7	0	0	7	0	0.5714	108.2	NE
Rv0276	-	hypothetical protein Rv0276 	17	0	0	17	0	0.8235	229.1	NE
Rv0277c	-	hypothetical protein Rv0277c 	5	0	0	5	0	0.6000	132.7	NE
Rv0278c	PE_PGRS3	PE-PGRS FAMILY PROTEIN 	23	0	0	23	0	0.5652	138.0	NE
Rv0279c	PE_PGRS4	PE-PGRS FAMILY PROTEIN 	16	0	0	16	0	0.8750	191.9	NE
Rv0280	PPE3	PPE FAMILY PROTEIN 	26	0	0	26	0	0.8846	305.0	NE
Rv0281	-	hypothetical protein Rv0281 	12	0	0	12	0	0.9167	268.0	NE
Rv0282	-	hypothetical protein Rv0282 	19	19	0	0	0	0.0000	0.0	ES
Rv0283	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	22	22	0	0	0	0.0000	0.0	ES
Rv0284	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	57	57	0	0	0	0.0000	0.0	ES
Rv0285	PE5	PE FAMILY PROTEIN 	5	5	0	0	0	0.0000	0.0	ES
Rv0286	PPE4	PPE FAMILY PROTEIN 	28	28	0	0	0	0.0000	0.0	ES
Rv0287	esxG	ESAT-6 LIKE PROTEIN ESXG (CONSERVED HYPOTHETICAL PROTEIN TB9.8) 	3	0	3	0	0	0.0000	0.0	GD
Rv0288	esxH	LOW MOLECULAR WEIGHT PROTEIN ANTIGEN 7 ESXH (10 kDa ANTIGEN) (CFP-7) (PROTEIN TB10.4) 	7	0	7	0	0	0.0000	0.0	GD
Rv0289	-	hypothetical protein Rv0289 	13	13	0	0	0	0.0000	0.0	ES
Rv0290	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	18	18	0	0	0	0.0000	0.0	ES
Rv0291	mycP3	PROBABLE MEMBRANE-ANCHORED MYCOSIN MYCP3 (SERINE PROTEASE) (SUBTILISIN-LIKE PROTEASE) (SUBTILASE-LIKE) (MYCOSIN-3) 	12	12	0	0	0	0.0000	0.0	ES
Rv0292	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	17	15	0	2	0	0.1176	249.0	ES
Rv0293c	-	hypothetical protein Rv0293c 	26	0	0	26	0	0.5769	219.7	NE
Rv0294	tam	PROBABLE TRANS-ACONITATE METHYLTRANSFERASE TAM 	13	0	0	13	0	0.6154	167.4	NE
Rv0295c	-	hypothetical protein Rv0295c 	7	0	0	7	0	0.7143	325.6	NE
Rv0296c	-	PROBABLE SULFATASE 	42	0	0	42	0	0.6667	167.4	NE
Rv0297	PE_PGRS5	PE-PGRS FAMILY PROTEIN 	14	0	0	14	0	0.5000	297.3	NE
Rv0298	-	hypothetical protein Rv0298 	5	0	0	5	0	0.8000	219.5	NE
Rv0299	-	hypothetical protein Rv0299 	2	0	0	2	0	0.5000	449.0	NE
Rv0300	-	hypothetical protein Rv0300 	4	0	0	4	0	1.0000	469.2	NE
Rv0301	-	hypothetical protein Rv0301 	7	0	0	7	0	1.0000	255.1	NE
Rv0302	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR/ACRR-FAMILY) 	8	0	0	8	0	0.7500	434.2	NE
Rv0303	-	PROBABLE DEHYDROGENASE/REDUCTASE 	12	0	0	12	0	1.0000	320.6	NE
Rv0304c	PPE5	PPE FAMILY PROTEIN 	119	0	0	119	0	0.6218	221.7	NE
Rv0305c	PPE6	PPE FAMILY PROTEIN 	52	0	0	52	0	0.5577	222.2	NE
Rv0306	-	PUTATIVE OXIDOREDUCTASE 	6	0	0	6	0	0.6667	217.2	NE
Rv0307c	-	hypothetical protein Rv0307c 	8	0	0	8	0	0.7500	218.3	NE
Rv0308	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	15	0	0	15	0	0.5333	105.6	NE
Rv0309	-	POSSIBLE CONSERVED EXPORTED PROTEIN 	11	0	0	11	0	0.5455	50.7	NE
Rv0310c	-	hypothetical protein Rv0310c 	12	0	0	12	0	0.5000	56.2	NE
Rv0311	-	hypothetical protein Rv0311 	15	0	0	15	0	0.5333	167.6	NE
Rv0312	-	CONSERVED HYPOTHETICAL PROLINE AND THREONINE RICH PROTEIN 	19	0	0	19	0	0.2632	234.0	NE
Rv0313	-	hypothetical protein Rv0313 	4	0	0	4	0	0.7500	710.3	NE
Rv0314c	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	7	0	0	7	0	0.8571	596.2	NE
Rv0315	-	POSSIBLE BETA-1,3-GLUCANASE PRECURSOR 	8	0	0	8	0	0.7500	123.2	NE
Rv0316	-	POSSIBLE MUCONOLACTONE ISOMERASE 	8	0	0	8	0	0.7500	150.2	NE
Rv0317c	glpQ2	POSSIBLE GLYCEROPHOSPHORYL DIESTER PHOSPHODIESTERASE GLPQ2 (GLYCEROPHOSPHODIESTER PHOSPHODIESTERASE) 	13	0	0	13	0	0.9231	292.2	NE
Rv0318c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	6	0	0	6	0	1.0000	145.0	NE
Rv0319	pcp	pyrrolidone-carboxylate peptidase 	7	0	0	7	0	0.7143	274.6	NE
Rv0320	-	POSSIBLE CONSERVED EXPORTED PROTEIN 	12	0	0	12	0	0.9167	446.1	NE
Rv0321	dcd	deoxycytidine triphosphate deaminase 	4	0	0	4	0	0.7500	176.7	NE
Rv0322	udgA	PROBABLE UDP-GLUCOSE 6-DEHYDROGENASE UDGA (UDP-GLC DEHYDROGENASE) (UDP-GLCDH) (UDPGDH) 	21	0	0	21	0	0.6190	189.9	NE
Rv0323c	-	hypothetical protein Rv0323c 	11	0	0	11	0	0.4545	227.2	NE
Rv0324	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY ARSR-FAMILY) 	11	0	0	11	0	0.4545	81.6	NE
Rv0325	-	hypothetical protein Rv0325 	6	0	0	6	0	1.0000	639.5	NE
Rv0326	-	hypothetical protein Rv0326 	9	0	0	9	0	0.4444	248.5	NE
Rv0327c	cyp135A1	POSSIBLE CYTOCHROME P450 135A1 CYP135A1 	21	0	0	21	0	0.3810	319.5	NE
Rv0328	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY TETR/ACRR-FAMILY) 	11	0	0	11	0	0.6364	233.9	NE
Rv0329c	-	hypothetical protein Rv0329c 	8	0	0	8	0	0.5000	336.8	NE
Rv0330c	-	hypothetical protein Rv0330c 	9	0	0	9	0	0.8889	468.2	NE
Rv0331	-	POSSIBLE DEHYDROGENASE/REDUCTASE 	18	0	0	18	0	0.7778	146.1	NE
Rv0332	-	hypothetical protein Rv0332 	8	0	0	8	0	0.8750	451.7	NE
Rv0333	-	hypothetical protein Rv0333 	4	0	0	4	0	0.7500	351.0	NE
Rv0334	rmlA	ALPHA-D-GLUCOSE-1-PHOSPHATE THYMIDYLYLTRANSFERASE RMLA (DTDP-GLUCOSE SYNTHASE) (DTDP-GLUCOSE PYROPHOSPHORYLASE) 	15	15	0	0	0	0.0000	0.0	ES
Rv0335c	PE6	PE FAMILY PROTEIN 	1	0	0	1	0	0.0000	0.0	NE
Rv0336	-	CONSERVED 13E12 REPEAT FAMILY PROTEIN 	1	0	0	1	0	0.0000	0.0	NE
Rv0337c	aspC	aminotransferase AlaT 	20	20	0	0	0	0.0000	0.0	ES
Rv0338c	-	PROBABLE IRON-SULFUR-BINDING REDUCTASE 	35	34	0	1	0	0.0286	77.0	ES
Rv0339c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	26	0	0	26	0	0.6154	193.2	NE
Rv0340	-	hypothetical protein Rv0340 	4	0	0	4	0	0.2500	45.0	NE
Rv0341	iniB	ISONIAZID INDUCTIBLE GENE PROTEIN INIB 	15	0	0	15	0	0.4000	188.5	NE
Rv0342	iniA	ISONIAZID INDUCTIBLE GENE PROTEIN INIA 	24	0	0	24	0	0.7500	451.1	NE
Rv0343	iniC	ISONIAZID INDUCTIBLE GENE PROTEIN INIC 	10	0	0	10	0	0.8000	229.1	NE
Rv0344c	lpqJ	PROBABLE LIPOPROTEIN LPQJ 	10	0	0	10	0	0.7000	399.1	NE
Rv0345	-	hypothetical protein Rv0345 	7	0	0	7	0	0.8571	252.8	NE
Rv0346c	ansP2	POSSIBLE L-ASPARAGINE PERMEASE ANSP2 (L-ASPARAGINE TRANSPORT PROTEIN) 	26	0	0	26	0	0.5000	93.7	NE
Rv0347	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	15	15	0	0	0	0.0000	0.0	ES
Rv0348	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	16	0	0	16	0	0.3125	40.2	NE
Rv0349	-	hypothetical protein Rv0349 	8	0	0	8	0	0.6250	116.6	NE
Rv0350	dnaK	molecular chaperone DnaK 	17	17	0	0	0	0.0000	0.0	ES
Rv0351	grpE	PROBABLE GRPE PROTEIN (HSP-70 COFACTOR) 	9	9	0	0	0	0.0000	0.0	ES
Rv0352	dnaJ1	PROBABLE CHAPERONE PROTEIN DNAJ1 	12	11	0	1	0	0.0833	285.0	ES
Rv0353	hspR	PROBABLE HEAT SHOCK PROTEIN TRANSCRIPTIONAL REPRESSOR HSPR (MERR FAMILY) 	6	0	0	6	0	0.8333	325.6	NE
Rv0354c	PPE7	PPE FAMILY PROTEIN 	4	0	0	4	0	0.7500	649.3	NE
Rv0355c	PPE8	PPE FAMILY PROTEIN 	149	0	0	149	0	0.7383	300.6	NE
Rv0356c	-	hypothetical protein Rv0356c 	8	0	0	8	0	0.8750	386.0	NE
Rv0357c	purA	adenylosuccinate synthetase 	23	23	0	0	0	0.0000	0.0	ES
Rv0358	-	hypothetical protein Rv0358 	11	11	0	0	0	0.0000	0.0	ES
Rv0359	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	10	0	0	10	0	1.0000	896.4	NE
Rv0360c	-	hypothetical protein Rv0360c 	8	0	0	8	0	0.7500	201.7	NE
Rv0361	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	8	0	0	8	0	0.6250	83.8	NE
Rv0362	mgtE	POSSIBLE Mg2+ TRANSPORT TRANSMEMBRANE PROTEIN MGTE 	14	0	0	14	0	0.8571	331.7	NE
Rv0363c	fba	fructose-bisphosphate aldolase 	14	14	0	0	0	0.0000	0.0	ES
Rv0364	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	12	11	0	1	0	0.0833	49.0	ES
Rv0365c	-	hypothetical protein Rv0365c 	19	0	0	19	0	0.7895	402.3	NE
Rv0366c	-	hypothetical protein Rv0366c 	5	0	0	5	0	0.8000	308.2	NE
Rv0367c	-	hypothetical protein Rv0367c 	2	0	0	2	0	1.0000	150.5	NE
Rv0368c	-	hypothetical protein Rv0368c 	17	0	0	17	0	0.7647	362.2	NE
Rv0369c	-	POSSIBLE MEMBRANE OXIDOREDUCTASE 	7	0	0	7	0	0.5714	120.2	NE
Rv0370c	-	POSSIBLE OXIDOREDUCTASE 	19	0	0	19	0	0.4211	90.5	NE
Rv0371c	-	hypothetical protein Rv0371c 	6	0	0	6	0	0.1667	54.0	NE
Rv0372c	-	hypothetical protein Rv0372c 	6	0	0	6	0	0.3333	223.5	NE
Rv0373c	-	PROBABLE CARBON MONOXYDE DEHYDROGENASE (LARGE CHAIN) 	37	0	0	37	0	0.4595	153.9	NE
Rv0374c	-	PROBABLE CARBON MONOXYDE DEHYDROGENASE (SMALL CHAIN) 	4	0	0	4	0	0.7500	36.0	NE
Rv0375c	-	PROBABLE CARBON MONOXYDE DEHYDROGENASE (MEDIUM CHAIN) 	8	0	0	8	0	0.6250	79.6	NE
Rv0376c	-	hypothetical protein Rv0376c 	18	0	0	18	0	0.6111	288.5	NE
Rv0377	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY LYSR-FAMILY) 	8	0	0	8	0	0.5000	188.0	NE
Rv0378	-	CONSERVED HYPOTHETICAL GLYCINE RICH PROTEIN 	3	0	0	3	0	0.3333	345.0	NE
Rv0379	secE2	POSSIBLE PROTEIN TRANSPORT PROTEIN SECE2 	2	0	0	2	0	0.5000	100.0	NE
Rv0380c	-	POSSIBLE RNA METHYLTRANSFERASE (RNA METHYLASE) 	10	0	0	10	0	0.4000	19.2	NE
Rv0381c	-	hypothetical protein Rv0381c 	17	0	0	17	0	0.8235	294.8	NE
Rv0382c	pyrE	orotate phosphoribosyltransferase 	12	12	0	0	0	0.0000	0.0	ES
Rv0383c	-	POSSIBLE CONSERVED SECRETED PROTEIN 	8	8	0	0	0	0.0000	0.0	ES
Rv0384c	clpB	PROBABLE ENDOPEPTIDASE ATP BINDING PROTEIN (CHAIN B) CLPB (CLPB PROTEIN) (HEAT SHOCK PROTEIN F84.1) 	21	21	0	0	0	0.0000	0.0	ES
Rv0385	-	hypothetical protein Rv0385 	19	0	0	19	0	0.8421	317.8	NE
Rv0386	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY LUXR/UHPA-FAMILY) 	41	0	0	41	0	0.7561	322.8	NE
Rv0387c	-	hypothetical protein Rv0387c 	11	0	0	11	0	0.8182	426.8	NE
Rv0388c	PPE9	PPE FAMILY PROTEIN 	8	0	0	8	0	0.7500	118.8	NE
Rv0389	purT	phosphoribosylglycinamide formyltransferase 2 	7	0	0	7	0	0.8571	355.5	NE
Rv0390	-	hypothetical protein Rv0390 	6	0	0	6	0	0.5000	112.3	NE
Rv0391	metZ	O-succinylhomoserine sulfhydrylase 	20	0	0	20	0	0.4000	114.2	NE
Rv0392c	ndhA	PROBABLE MEMBRANE NADH DEHYDROGENASE NDHA 	15	0	0	15	0	0.6667	181.8	NE
Rv0393	-	CONSERVED 13E12 REPEAT FAMILY PROTEIN 	10	0	0	10	0	0.9000	478.3	NE
Rv0394c	-	POSSIBLE SECRETED PROTEIN 	9	0	0	9	0	0.6667	208.5	NE
Rv0395	-	hypothetical protein Rv0395 	6	0	0	6	0	0.8333	72.8	NE
Rv0396	-	hypothetical protein Rv0396 	4	0	0	4	0	0.5000	161.0	NE
Rv0397	-	CONSERVED 13E12 REPEAT FAMILY PROTEIN 	3	0	0	3	0	0.6667	354.0	NE
Rv0398c	-	POSSIBLE SECRETED PROTEIN 	4	0	0	4	0	0.5000	40.0	NE
Rv0399c	lpqK	POSSIBLE CONSERVED LIPOPROTEIN LPQK 	23	0	0	23	0	0.4783	174.0	NE
Rv0400c	fadE7	ACYL-CoA DEHYDROGENASE FADE7 	10	0	0	10	0	0.5000	115.4	NE
Rv0401	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	3	0	0	3	0	0.6667	159.0	NE
Rv0402c	mmpL1	PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL1 	48	0	0	48	0	0.7500	160.4	NE
Rv0403c	mmpS1	PROBABLE CONSERVED MEMBRANE PROTEIN MMPS1 	7	0	0	7	0	0.7143	70.4	NE
Rv0404	fadD30	acyl-CoA synthetase 	80	27	19	34	0	0.2625	121.3	ES
Rv0405	pks6	PROBABLE MEMBRANE BOUND POLYKETIDE SYNTHASE PKS6 	103	20	41	42	0	0.3495	264.9	ES
Rv0406c	-	BETA LACTAMASE LIKE PROTEIN 	13	0	0	13	0	0.8462	450.2	NE
Rv0407	fgd1	PROBABLE F420-DEPENDENT GLUCOSE-6-PHOSPHATE DEHYDROGENASE FGD1 	18	0	0	18	0	0.8333	174.7	NE
Rv0408	pta	phosphate acetyltransferase 	38	0	0	38	0	0.5526	174.6	NE
Rv0409	ackA	acetate kinase 	16	0	0	16	0	0.6250	90.8	NE
Rv0410c	pknG	SERINE/THREONINE-PROTEIN KINASE PKNG (PROTEIN KINASE G) (STPK G) 	29	29	0	0	0	0.0000	0.0	ES
Rv0411c	glnH	PROBABLE GLUTAMINE-BINDING LIPOPROTEIN GLNH (GLNBP) 	8	8	0	0	0	0.0000	0.0	ES
Rv0412c	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	21	21	0	0	0	0.0000	0.0	ES
Rv0413	mutT3	POSSIBLE MUTATOR PROTEIN MUTT3 (7,8-DIHYDRO-8-OXOGUANINE-TRIPHOSPHATASE) (8-OXO-DGTPASE) (DGTP PYROPHOSPHOHYDROLASE) 	5	0	0	5	0	0.8000	649.2	NE
Rv0414c	thiE	thiamine-phosphate pyrophosphorylase 	9	0	0	9	0	0.0000	0.0	NE
Rv0415	thiO	POSSIBLE THIAMINE BIOSYNTHESIS OXIDOREDUCTASE THIO 	11	11	0	0	0	0.0000	0.0	ES
Rv0416	thiS	sulfur carrier protein ThiS 	4	4	0	0	0	0.0000	0.0	ES
Rv0417	thiG	thiazole synthase 	14	14	0	0	0	0.0000	0.0	ES
Rv0418	lpqL	PROBABLE LIPOPROTEIN AMINOPEPTIDASE LPQL 	27	0	0	27	0	0.6667	190.1	NE
Rv0419	lpqM	POSSIBLE LIPOPROTEIN PEPTIDASE LPQM 	18	0	0	18	0	0.7778	188.1	NE
Rv0420c	-	POSSIBLE TRANSMEMBRANE PROTEIN 	7	0	0	7	0	1.0000	165.6	NE
Rv0421c	-	hypothetical protein Rv0421c 	8	0	0	8	0	0.2500	58.0	NE
Rv0422c	thiD	phosphomethylpyrimidine kinase 	14	14	0	0	0	0.0000	0.0	ES
Rv0423c	thiC	thiamine biosynthesis protein ThiC 	19	19	0	0	0	0.0000	0.0	ES
Rv0424c	-	hypothetical protein Rv0424c 	8	0	0	8	0	0.7500	490.0	NE
Rv0425c	ctpH	POSSIBLE METAL CATION TRANSPORTING P-TYPE ATPASE CTPH 	35	0	0	35	0	0.6571	239.8	NE
Rv0426c	-	POSSIBLE TRANSMEMBRANE PROTEIN 	2	0	0	2	0	1.0000	217.5	NE
Rv0427c	xthA	PROBABLE EXODEOXYRIBONUCLEASE III PROTEIN XTHA (EXONUCLEASE III) (EXO III) (AP ENDONUCLEASE VI) 	13	0	0	13	0	0.6923	118.0	NE
Rv0428c	-	hypothetical protein Rv0428c 	12	0	0	12	0	0.5833	409.6	NE
Rv0429c	def	peptide deformylase 	8	0	8	0	0	0.0000	0.0	GD
Rv0430	-	hypothetical protein Rv0430 	3	0	3	0	0	0.0000	0.0	GD
Rv0431	-	PUTATIVE TUBERCULIN RELATED PEPTIDE 	9	0	9	0	0	0.0000	0.0	GD
Rv0432	sodC	PROBABLE PERIPLASMIC SUPEROXIDE DISMUTASE 	12	0	0	12	0	0.9167	123.0	NE
Rv0433	-	hypothetical protein Rv0433 	22	0	0	22	0	0.7273	413.5	NE
Rv0434	-	hypothetical protein Rv0434 	13	0	0	13	0	0.7692	313.9	NE
Rv0435c	-	PUTATIVE CONSERVED ATPASE 	21	0	0	21	0	0.8571	499.3	NE
Rv0436c	pssA	PROBABLE CDP-DIACYLGLYCEROL--SERINE O-PHOSPHATIDYLTRANSFERASE PSSA (PS SYNTHASE) (PHOSPHATIDYLSERINE SYNTHASE) 	16	0	16	0	0	0.3125	18.4	GD
Rv0437c	psd	phosphatidylserine decarboxylase 	8	0	8	0	0	0.2500	16.0	GD
Rv0438c	moeA2	PROBABLE MOLYBDOPTERIN BIOSYNTHESIS PROTEIN MOEA2 	13	0	0	13	0	0.7692	246.8	NE
Rv0439c	-	short chain dehydrogenase 	18	0	0	18	0	0.7222	262.4	NE
Rv0440	groEL	chaperonin GroEL 	11	11	0	0	0	0.0000	0.0	ES
Rv0441c	-	hypothetical protein Rv0441c 	7	0	0	7	0	1.0000	115.1	NE
Rv0442c	PPE10	PPE FAMILY PROTEIN 	22	0	0	22	0	0.6818	287.1	NE
Rv0443	-	hypothetical protein Rv0443 	12	0	0	12	0	0.8333	719.4	NE
Rv0444c	-	hypothetical protein Rv0444c 	7	0	0	7	0	0.5714	151.8	NE
Rv0445c	sigK	RNA polymerase sigma factor SigK 	10	0	0	10	0	0.8000	799.2	NE
Rv0446c	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	15	0	0	15	0	0.8667	218.9	NE
Rv0447c	ufaA1	PROBABLE CYCLOPROPANE-FATTY-ACYL-PHOSPHOLIPID SYNTHASE UFAA1 (CYCLOPROPANE FATTY ACID SYNTHASE) (CFA SYNTHASE) 	25	0	0	25	0	0.8800	394.7	NE
Rv0448c	-	hypothetical protein Rv0448c 	13	0	0	13	0	1.0000	331.7	NE
Rv0449c	-	hypothetical protein Rv0449c 	23	0	0	23	0	0.8261	361.7	NE
Rv0450c	mmpL4	PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL4 	77	9	0	68	0	0.4545	164.8	NE
Rv0451c	mmpS4	PROBABLE CONSERVED MEMBRANE PROTEIN MMPS4 	14	3	0	11	0	0.2143	57.3	NE
Rv0452	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	9	0	0	9	0	1.0000	333.8	NE
Rv0453	PPE11	PPE FAMILY PROTEIN 	21	0	0	21	0	0.7143	244.5	NE
Rv0454	-	hypothetical protein Rv0454 	6	0	0	6	0	1.0000	345.3	NE
Rv0455c	-	hypothetical protein Rv0455c 	10	10	0	0	0	0.0000	0.0	ES
Rv0456A	-	hypothetical protein Rv0456A 	4	0	0	4	0	0.7500	391.3	NE
Rv0456c	echA2	enoyl-CoA hydratase 	9	0	0	9	0	0.7778	122.4	NE
Rv0457c	-	PROBABLE PEPTIDASE 	34	0	0	34	0	0.5588	469.2	NE
Rv0458	-	PROBABLE ALDEHYDE DEHYDROGENASE 	18	0	0	18	0	0.7778	89.9	NE
Rv0459	-	hypothetical protein Rv0459 	5	0	0	5	0	0.8000	56.2	NE
