#Resampling
#Command: python ignoreNTerm=5.0 ctrlString=/pacific/home/mdejesus/transit/tutorial/glycerol_reads_rep1.wig,/pacific/home/mdejesus/transit/tutorial/glycerol_reads_rep2.wig pubmsg=<bound method Publisher.sendMessage of <wx.lib.pubsub.core.publisher.Publisher instance at 0x3984290>> expString=/pacific/home/mdejesus/transit/tutorial/cholesterol_reads_rep1.wig,/pacific/home/mdejesus/transit/tutorial/cholesterol_reads_rep2.wig,/pacific/home/mdejesus/transit/tutorial/cholesterol_reads_rep3.wig ignoreCodon=True annotationPath=/pacific/home/mdejesus/transit/H37Rv.prot_table ignoreCTerm=5.0 histPath=/pacific/home/mdejesus/transit/testNC/resampling_results sampleSize=10000 doAdaptive=False output=<open file u'/pacific/home/mdejesus/transit/testNC/resampling_results.dat', mode 'w' at 0x41d4c90> doNormalize=True wx=<module 'wx' from '/usr/lib/python2.7/dist-packages/wx/__init__.pyc'>
#Control Samples:  /pacific/home/mdejesus/transit/tutorial/glycerol_reads_rep1.wig, /pacific/home/mdejesus/transit/tutorial/glycerol_reads_rep2.wig
#Experimental Samples:  /pacific/home/mdejesus/transit/tutorial/cholesterol_reads_rep1.wig, /pacific/home/mdejesus/transit/tutorial/cholesterol_reads_rep2.wig, /pacific/home/mdejesus/transit/tutorial/cholesterol_reads_rep3.wig
#Normalization factors: 1.0946	0.8477	1.1728	1.1715	0.8330
#Orf	%Name	Description	N	TAs Hit	Avg Rd 1	Avg Rd 2	Delta Rd	p-value	p-adj
Rv0186	bglS	PROBABLE BETA-GLUCOSIDASE BGLS (GENTIOBIASE) (CELLOBIASE) (BETA-D-GLUCOSIDE GLUCOHYDROLASE) 	32	17	2494.4	1772.8	-721.6	0.59000	1.00000
Rv0187	-	PROBABLE O-METHYLTRANSFERASE 	7	5	504.6	737.6	233.0	0.59680	1.00000
Rv0188	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	8	6	346.6	158.6	-188.0	0.31520	1.00000
Rv0189c	ilvD	dihydroxy-acid dehydratase 	18	0	0.0	0.0	0.0	1.00000	1.00000
Rv0190	-	hypothetical protein Rv0190 	3	3	369.0	123.7	-245.3	0.75530	1.00000
Rv0191	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	17	15	10842.6	14134.2	3291.6	0.68470	1.00000
Rv0192	-	hypothetical protein Rv0192 	11	11	4884.0	5222.9	338.9	0.94310	1.00000
Rv0192A	-	CONSERVED SECRETED PROTEIN 	2	2	916.5	652.8	-263.7	0.77660	1.00000
Rv0193c	-	hypothetical protein Rv0193c 	32	29	5775.1	6077.9	302.8	0.97310	1.00000
Rv0194	-	PROBABLE DRUGS-TRANSPORT TRANSMEMBRANE ATP-BINDING PROTEIN ABC TRANSPORTER 	48	42	17442.3	16635.3	-807.0	0.98790	1.00000
Rv0195	-	POSSIBLE TWO COMPONENT TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY LUXR-FAMILY) 	6	6	2370.3	2157.8	-212.5	0.88400	1.00000
Rv0196	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	7	7	1501.3	1457.8	-43.5	0.96300	1.00000
Rv0197	-	POSSIBLE OXIDOREDUCTASE 	31	20	2625.4	2633.4	8.0	0.99770	1.00000
Rv0198c	-	PROBABLE ZINC METALLOPROTEASE 	39	19	1634.9	3298.3	1663.3	0.16400	1.00000
Rv0199	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	12	7	1027.4	512.5	-515.0	0.32970	1.00000
Rv0200	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	7	4	254.0	2564.8	2310.8	0.07620	1.00000
Rv0201c	-	hypothetical protein Rv0201c 	7	7	240.5	158.9	-81.7	0.63340	1.00000
Rv0202c	mmpL11	PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL11 	36	18	1440.0	395.4	-1044.5	0.04040	1.00000
Rv0203	-	POSSIBLE EXPORTED PROTEIN 	3	3	972.7	905.4	-67.3	0.91330	1.00000
Rv0204c	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	19	9	233.4	135.6	-97.8	0.58290	1.00000
Rv0205	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	12	7	1523.7	1695.5	171.8	0.87810	1.00000
Rv0206c	mmpL3	POSSIBLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL3 	27	1	55.9	19.9	-36.0	1.00000	1.00000
Rv0207c	-	hypothetical protein Rv0207c 	9	7	918.4	741.8	-176.5	0.77780	1.00000
Rv0208c	trmB	tRNA (guanine-N(7))-methyltransferase 	10	2	19.6	0.0	-19.6	0.46700	1.00000
Rv0209	-	hypothetical protein Rv0209 	14	11	1830.2	1300.3	-529.9	0.59990	1.00000
Rv0210	-	hypothetical protein Rv0210 	12	8	3628.9	2639.7	-989.3	0.63150	1.00000
Rv0211	pckA	phosphoenolpyruvate carboxykinase 	22	0	0.0	0.0	0.0	1.00000	1.00000
Rv0212c	nadR	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN NADR (PROBABLY ASNC-FAMILY) 	6	6	1010.0	1769.9	759.9	0.45850	1.00000
Rv0213c	-	POSSIBLE METHYLTRANSFERASE (METHYLASE) 	30	25	5779.5	5932.0	152.5	0.97980	1.00000
Rv0214	fadD4	acyl-CoA synthetase 	31	23	5461.3	4141.4	-1320.0	0.67880	1.00000
Rv0215c	fadE3	PROBABLE ACYL-CoA DEHYDROGENASE FADE3 	14	12	2881.6	2497.8	-383.9	0.82950	1.00000
Rv0216	-	hypothetical protein Rv0216 	19	11	512.5	189.2	-323.4	0.15460	1.00000
Rv0217c	lipW	POSSIBLE ESTERASE LIPW 	19	15	2097.3	2319.6	222.3	0.88210	1.00000
Rv0218	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	18	14	4601.8	5050.9	449.0	0.90110	1.00000
Rv0219	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	11	7	1607.5	1507.8	-99.7	0.92940	1.00000
Rv0220	lipC	PROBABLE ESTERASE LIPC 	22	12	1782.6	1470.9	-311.7	0.78130	1.00000
Rv0221	-	hypothetical protein Rv0221 	25	18	4720.7	3660.2	-1060.4	0.70840	1.00000
Rv0222	echA1	enoyl-CoA hydratase 	8	5	427.8	823.5	395.7	0.44620	1.00000
Rv0223c	-	PROBABLE ALDEHYDE DEHYDROGENASE 	22	12	1700.8	1175.3	-525.5	0.57440	1.00000
Rv0224c	-	POSSIBLE METHYLTRANSFERASE (METHYLASE) 	14	0	0.0	0.0	0.0	1.00000	1.00000
Rv0225	-	POSSIBLE CONSERVED PROTEIN 	20	1	0.0	15.2	15.2	1.00000	1.00000
Rv0226c	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	23	0	0.0	0.0	0.0	1.00000	1.00000
Rv0227c	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	21	0	0.0	0.0	0.0	1.00000	1.00000
Rv0228	-	PROBABLE INTEGRAL MEMBRANE ACYLTRANSFERASE 	13	0	0.0	0.0	0.0	1.00000	1.00000
Rv0229c	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	16	9	2275.8	2632.2	356.4	0.82730	1.00000
Rv0230c	php	PROBABLE PHOSPHOTRIESTERASE PHP (PARATHION HYDROLASE) (PTE) (ARYLDIALKYLPHOSPHATASE) (PARAOXONASE) (A-ESTERASE) (ARYLTRIPHOSPHATASE) (PARAOXON HYDROLASE) 	13	11	7485.3	5427.2	-2058.0	0.60900	1.00000
Rv0231	fadE4	PROBABLE ACYL-CoA DEHYDROGENASE FADE4 	33	32	6306.9	8220.4	1913.4	0.78230	1.00000
Rv0232	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR/ACRR-FAMILY) 	9	9	2953.5	3557.6	604.1	0.77620	1.00000
Rv0233	nrdB	ribonucleotide-diphosphate reductase subunit beta 	11	11	2773.7	3624.4	850.7	0.71430	1.00000
Rv0234c	gabD1	succinic semialdehyde dehydrogenase 	19	11	1019.3	1371.9	352.6	0.67250	1.00000
Rv0235c	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	22	13	1142.5	1042.0	-100.5	0.90180	1.00000
Rv0236A	-	SMALL SECRETED PROTEIN 	2	0	0.0	0.0	0.0	1.00000	1.00000
Rv0236c	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	34	0	0.0	0.0	0.0	1.00000	1.00000
Rv0237	lpqI	PROBABLE CONSERVED LIPOPROTEIN LPQI 	12	6	620.9	946.3	325.5	0.60590	1.00000
Rv0238	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY) 	11	1	205.3	234.0	28.7	0.70570	1.00000
Rv0239	-	hypothetical protein Rv0239 	2	2	536.5	1049.5	512.9	0.47290	1.00000
Rv0240	-	hypothetical protein Rv0240 	6	6	659.8	330.7	-329.1	0.39890	1.00000
Rv0241c	-	hypothetical protein Rv0241c 	13	6	156.2	288.8	132.6	0.43590	1.00000
Rv0242c	fabG	3-ketoacyl-(acyl-carrier-protein) reductase 	11	5	11.9	90.0	78.2	0.37610	1.00000
Rv0243	fadA2	acetyl-CoA acetyltransferase 	18	14	491.7	662.4	170.7	0.67040	1.00000
Rv0244c	fadE5	PROBABLE ACYL-CoA DEHYDROGENASE FADE5 	21	17	2583.6	308.8	-2274.8	0.00020	0.03325
Rv0245	-	POSSIBLE OXIDOREDUCTASE 	4	4	150.5	9.4	-141.1	0.05130	1.00000
Rv0246	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	29	21	1841.7	1361.3	-480.4	0.62900	1.00000
Rv0247c	-	fumarate reductase iron-sulfur subunit 	9	3	0.0	208.7	208.7	0.09390	1.00000
Rv0248c	sdhA	succinate dehydrogenase flavoprotein subunit 	33	15	380.2	1107.5	727.3	0.15740	1.00000
Rv0249c	-	PROBABLE SUCCINATE DEHYDROGENASE 	22	14	152.9	1029.2	876.2	0.03090	1.00000
Rv0250c	-	hypothetical protein Rv0250c 	3	2	148.2	166.3	18.1	0.89020	1.00000
Rv0251c	hsp	HEAT SHOCK PROTEIN HSP (HEAT-STRESS-INDUCED RIBOSOME-BINDING PROTEIN A) 	5	5	279.0	451.8	172.9	0.46740	1.00000
Rv0252	nirB	PROBABLE NITRITE REDUCTASE 	38	27	5814.0	7140.6	1326.6	0.76190	1.00000
Rv0253	nirD	PROBABLE NITRITE REDUCTASE 	6	5	365.4	323.8	-41.6	0.86870	1.00000
Rv0254c	cobU	PROBABLE BIFUNCTIONAL COBALAMIN BIOSYNTHESIS PROTEIN COBU: COBINAMIDE KINASE + COBINAMIDE PHOSPHATE GUANYLYLTRANSFERASE 	5	4	1692.8	1627.3	-65.6	0.95410	1.00000
Rv0255c	cobQ1	cobyric acid synthase 	13	11	1903.3	662.4	-1240.9	0.08990	1.00000
Rv0256c	PPE2	PPE FAMILY PROTEIN 	31	27	3784.9	5086.1	1301.1	0.65430	1.00000
Rv0257	-	hypothetical protein Rv0257 	3	3	432.0	426.4	-5.6	0.98700	1.00000
Rv0258c	-	hypothetical protein Rv0258c 	6	2	314.8	627.0	312.3	0.26640	1.00000
Rv0259c	-	hypothetical protein Rv0259c 	7	4	662.9	377.6	-285.3	0.41820	1.00000
Rv0260c	-	bifunctional uroporphyrinogen-III synthetase/response regulator domain protein 	18	7	660.0	530.6	-129.4	0.75250	1.00000
Rv0261c	narK3	PROBABLE INTEGRAL MEMBRANE NITRITE EXTRUSION PROTEIN NARK3 (NITRITE FACILITATOR) 	22	12	1636.9	1838.7	201.8	0.88410	1.00000
Rv0262c	aac	AMINOGLYCOSIDE 2'-N-ACETYLTRANSFERASE AAC (AAC(2')-IC) 	6	4	230.0	788.8	558.7	0.42960	1.00000
Rv0263c	-	hypothetical protein Rv0263c 	15	10	3112.3	22407.8	19295.5	0.07640	1.00000
Rv0264c	-	hypothetical protein Rv0264c 	9	8	2440.3	1961.6	-478.7	0.74010	1.00000
Rv0265c	-	PROBABLE PERIPLASMIC IRON-TRANSPORT LIPOPROTEIN 	9	8	3061.9	2692.8	-369.1	0.85300	1.00000
Rv0266c	oplA	PROBABLE 5-OXOPROLINASE OPLA (5-OXO-L-PROLINASE) (PYROGLUTAMASE) (5-OPASE) 	38	31	17212.7	12387.0	-4825.7	0.64600	1.00000
Rv0267	narU	PROBABLE INTEGRAL MEMBRANE NITRITE EXTRUSION PROTEIN NARU (NITRITE FACILITATOR) 	11	11	3762.5	3630.0	-132.5	0.95900	1.00000
Rv0268c	-	hypothetical protein Rv0268c 	12	11	4687.5	4399.2	-288.3	0.94030	1.00000
Rv0269c	-	hypothetical protein Rv0269c 	10	8	2270.5	2778.3	507.9	0.77010	1.00000
Rv0270	fadD2	acyl-CoA synthetase 	21	19	5038.2	4758.1	-280.2	0.94780	1.00000
Rv0271c	fadE6	PROBABLE ACYL-CoA DEHYDROGENASE FADE6 	25	20	3541.8	4312.8	771.0	0.77150	1.00000
Rv0272c	-	hypothetical protein Rv0272c 	15	10	1160.2	456.2	-704.0	0.14070	1.00000
Rv0273c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	15	8	912.5	744.3	-168.2	0.79360	1.00000
Rv0274	-	hypothetical protein Rv0274 	8	5	1342.4	1298.0	-44.4	0.96270	1.00000
Rv0275c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY TETR-FAMILY) 	7	4	413.0	907.8	494.8	0.31120	1.00000
Rv0276	-	hypothetical protein Rv0276 	17	15	2986.1	4119.2	1133.1	0.61950	1.00000
Rv0277c	-	hypothetical protein Rv0277c 	5	3	406.3	745.1	338.8	0.44680	1.00000
Rv0278c	PE_PGRS3	PE-PGRS FAMILY PROTEIN 	23	13	1704.7	1710.6	5.8	0.99520	1.00000
Rv0279c	PE_PGRS4	PE-PGRS FAMILY PROTEIN 	16	15	2547.3	2464.9	-82.4	0.96560	1.00000
Rv0280	PPE3	PPE FAMILY PROTEIN 	26	23	6491.9	5088.7	-1403.1	0.73620	1.00000
Rv0281	-	hypothetical protein Rv0281 	12	11	2797.3	1822.6	-974.7	0.48010	1.00000
Rv0282	-	hypothetical protein Rv0282 	19	0	0.0	0.0	0.0	1.00000	1.00000
Rv0283	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	22	0	0.0	0.0	0.0	1.00000	1.00000
Rv0284	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	57	0	0.0	0.0	0.0	1.00000	1.00000
Rv0285	PE5	PE FAMILY PROTEIN 	5	0	0.0	0.0	0.0	1.00000	1.00000
Rv0286	PPE4	PPE FAMILY PROTEIN 	28	1	0.0	5.2	5.2	0.06660	1.00000
Rv0287	esxG	ESAT-6 LIKE PROTEIN ESXG (CONSERVED HYPOTHETICAL PROTEIN TB9.8) 	3	0	0.0	0.0	0.0	1.00000	1.00000
Rv0288	esxH	LOW MOLECULAR WEIGHT PROTEIN ANTIGEN 7 ESXH (10 kDa ANTIGEN) (CFP-7) (PROTEIN TB10.4) 	7	0	0.0	0.0	0.0	1.00000	1.00000
Rv0289	-	hypothetical protein Rv0289 	13	0	0.0	0.0	0.0	1.00000	1.00000
Rv0290	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	18	0	0.0	0.0	0.0	1.00000	1.00000
Rv0291	mycP3	PROBABLE MEMBRANE-ANCHORED MYCOSIN MYCP3 (SERINE PROTEASE) (SUBTILISIN-LIKE PROTEASE) (SUBTILASE-LIKE) (MYCOSIN-3) 	12	0	0.0	0.0	0.0	1.00000	1.00000
Rv0292	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	17	2	446.8	213.9	-232.9	0.43420	1.00000
Rv0293c	-	hypothetical protein Rv0293c 	26	16	3175.1	2678.1	-497.0	0.80120	1.00000
Rv0294	tam	PROBABLE TRANS-ACONITATE METHYLTRANSFERASE TAM 	13	9	1264.7	779.2	-485.4	0.47710	1.00000
Rv0295c	-	hypothetical protein Rv0295c 	7	5	1544.7	513.3	-1031.4	0.19630	1.00000
Rv0296c	-	PROBABLE SULFATASE 	42	28	4410.3	3183.1	-1227.2	0.61100	1.00000
Rv0297	PE_PGRS5	PE-PGRS FAMILY PROTEIN 	14	7	1968.2	2247.5	279.3	0.84910	1.00000
Rv0298	-	hypothetical protein Rv0298 	5	4	835.6	1109.3	273.6	0.67360	1.00000
Rv0299	-	hypothetical protein Rv0299 	2	1	397.2	336.7	-60.5	0.90000	1.00000
Rv0300	-	hypothetical protein Rv0300 	4	4	1775.1	3087.3	1312.2	0.40450	1.00000
Rv0301	-	hypothetical protein Rv0301 	7	7	1652.8	2165.5	512.7	0.68160	1.00000
Rv0302	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR/ACRR-FAMILY) 	8	7	2577.1	2386.4	-190.7	0.90840	1.00000
Rv0303	-	PROBABLE DEHYDROGENASE/REDUCTASE 	12	12	3771.4	2542.6	-1228.8	0.52000	1.00000
Rv0304c	PPE5	PPE FAMILY PROTEIN 	119	85	15463.4	13807.0	-1656.3	0.96800	1.00000
Rv0305c	PPE6	PPE FAMILY PROTEIN 	52	32	6140.3	6265.7	125.4	0.98680	1.00000
Rv0306	-	PUTATIVE OXIDOREDUCTASE 	6	5	781.6	338.5	-443.1	0.27290	1.00000
Rv0307c	-	hypothetical protein Rv0307c 	8	6	1191.5	1421.5	230.1	0.79170	1.00000
Rv0308	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	15	9	751.9	920.1	168.2	0.76120	1.00000
Rv0309	-	POSSIBLE CONSERVED EXPORTED PROTEIN 	11	7	304.9	909.9	605.0	0.12080	1.00000
Rv0310c	-	hypothetical protein Rv0310c 	12	7	299.0	181.3	-117.7	0.49390	1.00000
Rv0311	-	hypothetical protein Rv0311 	15	8	1238.5	1206.5	-32.0	0.97300	1.00000
Rv0312	-	CONSERVED HYPOTHETICAL PROLINE AND THREONINE RICH PROTEIN 	19	8	1106.4	914.1	-192.3	0.80200	1.00000
Rv0313	-	hypothetical protein Rv0313 	4	4	1954.6	905.1	-1049.5	0.32570	1.00000
Rv0314c	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	7	6	3371.9	3518.2	146.2	0.95090	1.00000
Rv0315	-	POSSIBLE BETA-1,3-GLUCANASE PRECURSOR 	8	7	750.6	1369.0	618.4	0.40320	1.00000
Rv0316	-	POSSIBLE MUCONOLACTONE ISOMERASE 	8	6	849.7	1205.3	355.6	0.58620	1.00000
Rv0317c	glpQ2	POSSIBLE GLYCEROPHOSPHORYL DIESTER PHOSPHODIESTERASE GLPQ2 (GLYCEROPHOSPHODIESTER PHOSPHODIESTERASE) 	13	12	3292.8	4461.2	1168.4	0.63730	1.00000
Rv0318c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	6	6	852.8	863.1	10.4	0.98510	1.00000
Rv0319	pcp	pyrrolidone-carboxylate peptidase 	7	5	1278.7	1368.1	89.4	0.94340	1.00000
Rv0320	-	POSSIBLE CONSERVED EXPORTED PROTEIN 	12	11	4574.0	4692.2	118.2	0.97660	1.00000
Rv0321	dcd	deoxycytidine triphosphate deaminase 	4	3	458.2	29.3	-428.9	0.07080	1.00000
Rv0322	udgA	PROBABLE UDP-GLUCOSE 6-DEHYDROGENASE UDGA (UDP-GLC DEHYDROGENASE) (UDP-GLCDH) (UDPGDH) 	21	14	2259.4	1861.8	-397.6	0.77550	1.00000
Rv0323c	-	hypothetical protein Rv0323c 	11	6	1071.6	818.4	-253.2	0.69130	1.00000
Rv0324	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY ARSR-FAMILY) 	11	6	377.2	434.7	57.5	0.84280	1.00000
Rv0325	-	hypothetical protein Rv0325 	6	6	3597.5	4639.2	1041.6	0.74120	1.00000
Rv0326	-	hypothetical protein Rv0326 	9	5	969.3	692.0	-277.2	0.74420	1.00000
Rv0327c	cyp135A1	POSSIBLE CYTOCHROME P450 135A1 CYP135A1 	21	10	2463.7	2346.5	-117.2	0.94360	1.00000
Rv0328	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY TETR/ACRR-FAMILY) 	11	7	1553.3	430.1	-1123.2	0.14780	1.00000
Rv0329c	-	hypothetical protein Rv0329c 	8	4	1233.0	1206.3	-26.7	0.97790	1.00000
Rv0330c	-	hypothetical protein Rv0330c 	9	8	3483.1	3180.1	-303.0	0.89520	1.00000
Rv0331	-	POSSIBLE DEHYDROGENASE/REDUCTASE 	18	15	1927.1	2588.0	660.9	0.64490	1.00000
Rv0332	-	hypothetical protein Rv0332 	8	7	2967.8	1806.0	-1161.8	0.41030	1.00000
Rv0333	-	hypothetical protein Rv0333 	4	3	913.1	1381.0	467.9	0.56440	1.00000
Rv0334	rmlA	ALPHA-D-GLUCOSE-1-PHOSPHATE THYMIDYLYLTRANSFERASE RMLA (DTDP-GLUCOSE SYNTHASE) (DTDP-GLUCOSE PYROPHOSPHORYLASE) 	15	0	0.0	0.0	0.0	1.00000	1.00000
Rv0335c	PE6	PE FAMILY PROTEIN 	1	0	0.0	0.0	0.0	1.00000	1.00000
Rv0336	-	CONSERVED 13E12 REPEAT FAMILY PROTEIN 	1	0	0.0	0.0	0.0	1.00000	1.00000
Rv0337c	aspC	aminotransferase AlaT 	20	0	0.0	0.0	0.0	1.00000	1.00000
Rv0338c	-	PROBABLE IRON-SULFUR-BINDING REDUCTASE 	35	1	82.6	3461.4	3378.8	0.06860	1.00000
Rv0339c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	26	19	2828.0	3119.1	291.1	0.88270	1.00000
Rv0340	-	hypothetical protein Rv0340 	4	1	40.9	168.3	127.4	0.30510	1.00000
Rv0341	iniB	ISONIAZID INDUCTIBLE GENE PROTEIN INIB 	15	7	1058.0	525.5	-532.5	0.33490	1.00000
Rv0342	iniA	ISONIAZID INDUCTIBLE GENE PROTEIN INIA 	24	20	7648.4	8042.4	394.0	0.93870	1.00000
Rv0343	iniC	ISONIAZID INDUCTIBLE GENE PROTEIN INIC 	10	8	1735.8	1412.1	-323.7	0.77210	1.00000
Rv0344c	lpqJ	PROBABLE LIPOPROTEIN LPQJ 	10	8	2651.7	1921.3	-730.4	0.62190	1.00000
Rv0345	-	hypothetical protein Rv0345 	7	6	1398.1	1856.9	458.9	0.65460	1.00000
Rv0346c	ansP2	POSSIBLE L-ASPARAGINE PERMEASE ANSP2 (L-ASPARAGINE TRANSPORT PROTEIN) 	26	17	1056.0	638.1	-417.8	0.49560	1.00000
Rv0347	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	15	0	0.0	0.0	0.0	1.00000	1.00000
Rv0348	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	16	5	171.4	279.4	108.0	0.71290	1.00000
Rv0349	-	hypothetical protein Rv0349 	8	8	523.3	1439.0	915.6	0.17310	1.00000
Rv0350	dnaK	molecular chaperone DnaK 	17	0	0.0	0.0	0.0	1.00000	1.00000
Rv0351	grpE	PROBABLE GRPE PROTEIN (HSP-70 COFACTOR) 	9	0	0.0	0.0	0.0	1.00000	1.00000
Rv0352	dnaJ1	PROBABLE CHAPERONE PROTEIN DNAJ1 	12	1	254.7	87.8	-166.9	0.70150	1.00000
Rv0353	hspR	PROBABLE HEAT SHOCK PROTEIN TRANSCRIPTIONAL REPRESSOR HSPR (MERR FAMILY) 	6	5	1531.9	493.1	-1038.8	0.10750	1.00000
Rv0354c	PPE7	PPE FAMILY PROTEIN 	4	4	1796.0	1609.2	-186.8	0.87020	1.00000
Rv0355c	PPE8	PPE FAMILY PROTEIN 	149	114	30948.9	30045.4	-903.5	0.99990	1.00000
Rv0356c	-	hypothetical protein Rv0356c 	8	7	2580.1	1459.9	-1120.1	0.45690	1.00000
Rv0357c	purA	adenylosuccinate synthetase 	23	0	0.0	0.0	0.0	1.00000	1.00000
Rv0358	-	hypothetical protein Rv0358 	11	0	0.0	0.0	0.0	1.00000	1.00000
Rv0359	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	10	10	8347.6	5535.9	-2811.7	0.51770	1.00000
Rv0360c	-	hypothetical protein Rv0360c 	8	6	1078.1	1340.9	262.8	0.74480	1.00000
Rv0361	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	8	5	378.6	1511.0	1132.4	0.06380	1.00000
Rv0362	mgtE	POSSIBLE Mg2+ TRANSPORT TRANSMEMBRANE PROTEIN MGTE 	14	12	3583.0	5.9	-3577.1	0.00000	0.00000
Rv0363c	fba	fructose-bisphosphate aldolase 	14	0	0.0	0.0	0.0	1.00000	1.00000
Rv0364	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	12	1	41.5	52.8	11.2	1.00000	1.00000
Rv0365c	-	hypothetical protein Rv0365c 	19	15	5724.0	3898.9	-1825.0	0.52590	1.00000
Rv0366c	-	hypothetical protein Rv0366c 	5	4	1209.4	716.0	-493.4	0.50190	1.00000
Rv0367c	-	hypothetical protein Rv0367c 	2	2	308.7	78.6	-230.2	0.47520	1.00000
Rv0368c	-	hypothetical protein Rv0368c 	17	13	4462.0	3448.0	-1014.0	0.70160	1.00000
Rv0369c	-	POSSIBLE MEMBRANE OXIDOREDUCTASE 	7	4	427.3	516.3	89.0	0.81610	1.00000
Rv0370c	-	POSSIBLE OXIDOREDUCTASE 	19	9	686.8	481.2	-205.6	0.62160	1.00000
Rv0371c	-	hypothetical protein Rv0371c 	6	2	56.9	29.3	-27.6	0.72730	1.00000
Rv0372c	-	hypothetical protein Rv0372c 	6	2	421.4	218.9	-202.5	0.42430	1.00000
Rv0373c	-	PROBABLE CARBON MONOXYDE DEHYDROGENASE (LARGE CHAIN) 	37	18	2449.0	66326.7	63877.7	0.20100	1.00000
Rv0374c	-	PROBABLE CARBON MONOXYDE DEHYDROGENASE (SMALL CHAIN) 	4	3	118.0	52.8	-65.2	0.42840	1.00000
Rv0375c	-	PROBABLE CARBON MONOXYDE DEHYDROGENASE (MEDIUM CHAIN) 	8	5	350.0	432.3	82.3	0.76900	1.00000
Rv0376c	-	hypothetical protein Rv0376c 	18	11	3081.3	2931.8	-149.5	0.93730	1.00000
Rv0377	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY LYSR-FAMILY) 	8	4	701.7	1645.3	943.6	0.16810	1.00000
Rv0378	-	CONSERVED HYPOTHETICAL GLYCINE RICH PROTEIN 	3	1	333.4	339.5	6.0	1.00000	1.00000
Rv0379	secE2	POSSIBLE PROTEIN TRANSPORT PROTEIN SECE2 	2	1	86.5	40.0	-46.5	1.00000	1.00000
Rv0380c	-	POSSIBLE RNA METHYLTRANSFERASE (RNA METHYLASE) 	10	4	69.2	135.2	66.0	0.65350	1.00000
Rv0381c	-	hypothetical protein Rv0381c 	17	14	3851.3	1151.8	-2699.5	0.03050	1.00000
Rv0382c	pyrE	orotate phosphoribosyltransferase 	12	0	0.0	0.0	0.0	1.00000	1.00000
Rv0383c	-	POSSIBLE CONSERVED SECRETED PROTEIN 	8	0	0.0	0.0	0.0	1.00000	1.00000
Rv0384c	clpB	PROBABLE ENDOPEPTIDASE ATP BINDING PROTEIN (CHAIN B) CLPB (CLPB PROTEIN) (HEAT SHOCK PROTEIN F84.1) 	21	0	0.0	0.0	0.0	1.00000	1.00000
Rv0385	-	hypothetical protein Rv0385 	19	17	4843.1	46008.6	41165.5	0.11640	1.00000
Rv0386	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY LUXR/UHPA-FAMILY) 	41	31	9383.7	8204.9	-1178.8	0.89040	1.00000
